,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
15,199812,18,300,199812,19,1800,2151582,5674643,MICHIGAN,1998,Heavy Snow,Z,9,GOGEBIC,MQT,18-DEC-98 03:00:00,EST,19-DEC-98 18:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,Arctic air flowing south  behind an Alberta Clipper set up a band of lake effect snow showers across parts of western Upper Michigan.  Snowfall totals included 11 inches at Rockland and at Ironwood.,,1998,2
41,199809,20,1640,199809,20,1650,2151186,5675608,MICHIGAN,1998,Thunderstorm Wind,C,77,KALAMAZOO,GRR,20-SEP-98 16:40:00,EST,20-SEP-98 16:50:00,0,0,0,0,,,GENERAL PUBLIC,60.0,,,,,,,,,,,,,KALAMAZOO,,,KALAMAZOO,42.28,-85.57,42.28,-85.57,The supercell of the moring of September 26th produced hail and wind damage across the northern tier of the GRR CWA.  Emergency Manager of Clare County estimates 200 to 500 k dollars damage with hail to softball size.  Skylights were wiped out with automobile and other structural and roof  and antenna damage noted.,Treees Knocked down from 2 miles west of Kalamazoo through downtown..,1998,9
42,199809,20,1735,199809,20,1735,2151186,5675609,MICHIGAN,1998,Thunderstorm Wind,C,15,BARRY,GRR,20-SEP-98 17:35:00,EST,20-SEP-98 17:35:00,0,0,0,0,,,GENERAL PUBLIC,60.0,,,,,,,,,,,,,HASTINGS,,,HASTINGS,42.65,-85.28,42.65,-85.28,The supercell of the moring of September 26th produced hail and wind damage across the northern tier of the GRR CWA.  Emergency Manager of Clare County estimates 200 to 500 k dollars damage with hail to softball size.  Skylights were wiped out with automobile and other structural and roof  and antenna damage noted.,Large Tree down 5 miles south of Hastings.,1998,9
43,199809,26,315,199809,26,315,2151186,5675610,MICHIGAN,1998,Hail,C,105,MASON,GRR,26-SEP-98 03:15:00,EST,26-SEP-98 03:15:00,0,0,0,0,,,LAW ENFORCEMENT,1.0,,,,,,,,,,,,,LUDINGTON,,,LUDINGTON,43.95,-86.45,43.95,-86.45,The supercell of the moring of September 26th produced hail and wind damage across the northern tier of the GRR CWA.  Emergency Manager of Clare County estimates 200 to 500 k dollars damage with hail to softball size.  Skylights were wiped out with automobile and other structural and roof  and antenna damage noted.,1 inch hail produced by Supercell moving east at 35 mph.,1998,9
149,199812,29,1900,199812,30,1900,2151763,5678066,MICHIGAN,1998,Lake-Effect Snow,Z,37,MASON,GRR,29-DEC-98 19:00:00,EST,30-DEC-98 19:00:00,0,0,0,0,,,NWS STORM SURVEY,,,,,,,,,,,,,,,,,,,,,,"Strong northerly winds brought arctic air south across the warmer waters of Lake Michigan on the night of Tuesday, December 29th and into the day of December 30th, resulting in lake effect snow showers along the immediate lake shore communities of the above-mentioned counties. One very heavy lake effect snow band (or snow squall) developed over eastern Lake Michigan and moved onshore across southwest Allegan County and western Van Buren County on the evening of the 29th and remained nearly stationary until dissipating between 5:00 and 7:00 am EST on the morning of the 30th. See above details for snowfall totals under this band. Elsewhere, snowfall totals in the listed counties averaged 1 to 3 inches. Specific snowfall reports included 4 inches in Bloomingdale (Van Buren County); 3 inches in Ludington and Scottville (Mason County), 3 miles NE of Pentwater (Oceana County), and Whitehall (Muskegon County); and 2 inches in Bangor (Van Buren County), Pullman (Allegan County), Little Sable Point (Oceana County), and North Muskegon (Muskegon County).",,1998,2
202,199811,10,1200,199811,11,500,2150942,5676077,MICHIGAN,1998,High Wind,Z,55,SANILAC,DTX,10-NOV-98 12:00:00,EST,11-NOV-98 05:00:00,0,0,0,0,5K,,UNKNOWN,52.0,,,,,,,,,,,,,,,,,,,,,"A very intense storm system moved north across the western Great Lakes on the 10th.  This storm occurred on the 23rd anniversary of the sinking of the Edmund Fitzgerald in Lake Superior, and was actually very comparable to that storm, both in regards to storm intensity and storm track.  The big story with both systems were the extremely strong winds that occurred.  Thankfully, this storm - as opposed to the Fitzgerald storm - was forecast days in advance, and the huge majority of marine traffic on the Great Lakes sought safe harbor before wind speeds became excessive.High winds occurred in two phases.  Winds reached high wind criteria across southeast Michigan early in the afternoon of the 10th, associated with a cold front racing east across the state.  A line of showers accompanied the front, locally enhancing wind speeds (see below).  The strong winds slackened some during the afternoon.  Wind speeds increased again in the evening, as an area of strong descent well behind the cold front allowed strong winds aloft to penetrate to ground level.  The highest winds during the entire event occurred within a couple of hours of midnight.  Winds diminished to below high wind criteria by dawn on the 11 th.Both periods of high winds caused significant damage across the area.  In the afternoon, the walls of a church under construction were destroyed in Troy.  A warehouse in Flint was deroofed, and a second warehouse roof was damaged.  Large tree limbs were downed in Saginaw.  Wind speeds approaching 50 mph were measured at the Coast Guard Station in Port Huron.Damage was more widespread with the higher wind speeds that occurred at night.  Trees, limbs, and power lines were downed across all of southeast Michigan.  The falling trees and limbs caused damage to some homes and vehicles.  In Livingston County, an indirect fatality occurred, as the driver of a car was killed when he crashed into a tree that had fallen across a road.  In Owosso, a roof under construction collapsed, and a church under construction in Ida (Monroe County) was also damaged.  An automated weather observing station in Adrian was disabled.  Near Mt Clemens, a boat rack storing a number boats of collapsed, causing hundreds of thousands of dollars in damage.  A 70 mph wind gust was measured at the National Weather Service office in White Lake at about 1020 pm.The extended period of strong winds caused an interesting phenomena on Saginaw Bay.  Southwest gales occurred over the waters of Saginaw Bay for 12 to 18 hours, acting to push water out of the bay and into the main body of Lake Huron.  Water levels in Saginaw Bay dropped dramatically as a result.  Previous to the storm, the water level was running about 18 inches above chart datum.  Any level lower than about 4 inches above chart datum begins to interfere with navigation on Saginaw Bay.  At about 5 am on the 11th, the water level on Saginaw Bay bottomed out at an amazing 50 inches below chart datum - over 5 feet below the recent average!  Although detailed historical records were not available for this writing, the Coast Guard in Essexville (Bay County) reported that this was the lowest water level in recent memory.  Most of Saginaw Bay is quite shallow, and the removal of over 5 feet of water exposed a huge portion of the bay bed; some estimate that up to half of the area of the bay briefly became dry land during the storm!  To illustrate this point, a pair of duck hunters were stranded on an island off of Sebewaing (Huron County), as the water level dropped too far for them to be able to boat back to the mainland.  However, as the water level dropped further during the night, one of the hunters was able to walk ashore, as the intervening three miles of Saginaw Bay suddenly became dry land.  As the wind slackened and swung to the west toward dawn, the water level began to rise toward a more normal level.",,1998,1
209,199809,7,35,199809,7,120,2151186,5675603,MICHIGAN,1998,Thunderstorm Wind,C,159,VAN BUREN,GRR,07-SEP-98 00:35:00,EST,07-SEP-98 01:20:00,0,0,0,0,,,UNKNOWN,60.0,,,,,,,,,,,,,HARTFORD,,,LAWTON,42.2,-86.17,42.17,-85.85,The supercell of the moring of September 26th produced hail and wind damage across the northern tier of the GRR CWA.  Emergency Manager of Clare County estimates 200 to 500 k dollars damage with hail to softball size.  Skylights were wiped out with automobile and other structural and roof  and antenna damage noted.,Isolated pulse severe thunderstorms producing winds in excess of 60 mph downing large trees in Hartford and Porter townships,1998,9
211,199809,20,1625,199809,20,1625,2151186,5675607,MICHIGAN,1998,Thunderstorm Wind,C,35,CLARE,GRR,20-SEP-98 16:25:00,EST,20-SEP-98 16:25:00,0,0,0,0,5K,,LAW ENFORCEMENT,60.0,,,,,,,,,,,,,HARRISON,,,HARRISON,44.02,-84.8,44.02,-84.8,The supercell of the moring of September 26th produced hail and wind damage across the northern tier of the GRR CWA.  Emergency Manager of Clare County estimates 200 to 500 k dollars damage with hail to softball size.  Skylights were wiped out with automobile and other structural and roof  and antenna damage noted.,Wind Damage to homes and trees 4 NE Harrrison.,1998,9
224,199812,21,1700,199812,22,2100,2151470,5674766,MICHIGAN,1998,Heavy Snow,Z,27,KALKASKA,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,Locally heavy lake effect snows produced an average of 6 to 12 inches of accumulation across the snowbelt areas of northwest and northcentral lower Michigan. Across eastern upper Michigan accumulations of 12 to 18 inches were reported across northern portions of Chippewa county. Winds gusting to around 30 mph caused widespread blowing and drifting snows and produced near whiteout conditions at times.,,1998,2
225,199812,21,1700,199812,22,2100,2151470,5674767,MICHIGAN,1998,Heavy Snow,Z,20,LEELANAU,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,Locally heavy lake effect snows produced an average of 6 to 12 inches of accumulation across the snowbelt areas of northwest and northcentral lower Michigan. Across eastern upper Michigan accumulations of 12 to 18 inches were reported across northern portions of Chippewa county. Winds gusting to around 30 mph caused widespread blowing and drifting snows and produced near whiteout conditions at times.,,1998,2
