,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,EPISODE_NARRATIVE,Year,Month
1110,201212,9,1730,201212,10,0,70056,420527,MICHIGAN,2012,Winter Weather,Z,3,NORTHERN HOUGHTON,MQT,09-DEC-12 17:30:00,EST-5,10-DEC-12 00:00:00,0,0,0,0,CoCoRaHS,A weakening low pressure system moving east through Lower Michigan produced moderate snow over portions of west and central Upper Michigan from the 9th into the morning of the 10th.,2012,2
1145,201212,26,1000,201212,26,2000,69748,418413,MICHIGAN,2012,Winter Weather,Z,77,BERRIEN,IWX,26-DEC-12 10:00:00,EST-5,26-DEC-12 20:00:00,0,0,0,0,Trained Spotter,A deepening low pressure system tracking northeast through the Ohio Valley brought accumulating snow and blowing snow to southern Michigan on December 26th.,2012,2
1146,201212,26,1000,201212,26,2000,69748,418414,MICHIGAN,2012,Winter Weather,Z,78,CASS,IWX,26-DEC-12 10:00:00,EST-5,26-DEC-12 20:00:00,0,0,0,0,Trained Spotter,A deepening low pressure system tracking northeast through the Ohio Valley brought accumulating snow and blowing snow to southern Michigan on December 26th.,2012,2
1151,201212,26,1000,201212,26,2000,69748,418416,MICHIGAN,2012,Winter Weather,Z,79,ST. JOSEPH,IWX,26-DEC-12 10:00:00,EST-5,26-DEC-12 20:00:00,0,0,0,0,Trained Spotter,A deepening low pressure system tracking northeast through the Ohio Valley brought accumulating snow and blowing snow to southern Michigan on December 26th.,2012,2
1244,201201,12,1700,201201,13,2200,59221,354391,MICHIGAN,2012,Winter Storm,Z,81,HILLSDALE,IWX,12-JAN-12 17:00:00,EST-5,13-JAN-12 22:00:00,0,0,0,0,CoCoRaHS,Snow and blowing snow impacted much of southern Michigan late January 12th into January 13th as a low pressure system deepened northward towards Lake Huron. System snow transitioned to heavy lake effect snow on January 13th with total snow accumulations generally ranging between 6 and 10 inches.,2012,1
1309,201202,10,0,201202,10,800,61041,364906,MICHIGAN,2012,Winter Weather,Z,6,ALGER,MQT,10-FEB-12 00:00:00,EST-5,10-FEB-12 08:00:00,0,0,0,0,Trained Spotter,Moderate lake effect snow showers and blowing snow in the wake of a strong cold front affected portions of west and north central Upper Michigan from the evening of the 9th into the morning of the 10th.,2012,2
1310,201202,24,1100,201202,25,1000,61105,365358,MICHIGAN,2012,Lake-Effect Snow,Z,9,GOGEBIC,MQT,24-FEB-12 11:00:00,CST-6,25-FEB-12 10:00:00,0,0,0,0,Public,Heavy lake effect snow accumulated over Gogebic and Ontonagon counties from the 24th into the morning of the 25th in the wake of a cold front.,2012,2
1311,201202,24,1100,201202,25,700,61105,365359,MICHIGAN,2012,Lake-Effect Snow,Z,2,ONTONAGON,MQT,24-FEB-12 11:00:00,EST-5,25-FEB-12 07:00:00,0,0,0,0,COOP Observer,Heavy lake effect snow accumulated over Gogebic and Ontonagon counties from the 24th into the morning of the 25th in the wake of a cold front.,2012,2
1312,201202,24,1000,201202,25,200,61105,365538,MICHIGAN,2012,Winter Weather,Z,6,ALGER,MQT,24-FEB-12 10:00:00,EST-5,25-FEB-12 02:00:00,0,0,0,0,Public,Heavy lake effect snow accumulated over Gogebic and Ontonagon counties from the 24th into the morning of the 25th in the wake of a cold front.,2012,2
1313,201202,29,1000,201202,29,1500,61277,367426,MICHIGAN,2012,Winter Storm,Z,4,BARAGA,MQT,29-FEB-12 10:00:00,EST-5,29-FEB-12 15:00:00,0,0,0,0,Trained Spotter,A deep moisture laden low pressure system moving from the Plains into Wisconsin spread heavy snow from southwest Upper Michigan on the evening of the 28th across much of the rest of Upper Michigan on the 29th.,2012,2
1314,201202,29,900,201202,29,1500,61277,367433,MICHIGAN,2012,Winter Storm,Z,2,ONTONAGON,MQT,29-FEB-12 09:00:00,EST-5,29-FEB-12 15:00:00,0,0,0,0,Trained Spotter,A deep moisture laden low pressure system moving from the Plains into Wisconsin spread heavy snow from southwest Upper Michigan on the evening of the 28th across much of the rest of Upper Michigan on the 29th.,2012,2
1466,201212,26,1000,201212,26,2000,69748,418417,MICHIGAN,2012,Winter Weather,Z,81,HILLSDALE,IWX,26-DEC-12 10:00:00,EST-5,26-DEC-12 20:00:00,0,0,0,0,Trained Spotter,A deepening low pressure system tracking northeast through the Ohio Valley brought accumulating snow and blowing snow to southern Michigan on December 26th.,2012,2
1644,201202,29,900,201202,29,1600,61277,367434,MICHIGAN,2012,Winter Storm,Z,84,SOUTHERN HOUGHTON,MQT,29-FEB-12 09:00:00,EST-5,29-FEB-12 16:00:00,0,0,0,0,Trained Spotter,A deep moisture laden low pressure system moving from the Plains into Wisconsin spread heavy snow from southwest Upper Michigan on the evening of the 28th across much of the rest of Upper Michigan on the 29th.,2012,2
1645,201202,29,930,201202,29,1600,61277,367437,MICHIGAN,2012,Winter Storm,Z,6,ALGER,MQT,29-FEB-12 09:30:00,EST-5,29-FEB-12 16:00:00,0,0,0,0,Trained Spotter,A deep moisture laden low pressure system moving from the Plains into Wisconsin spread heavy snow from southwest Upper Michigan on the evening of the 28th across much of the rest of Upper Michigan on the 29th.,2012,2
1652,201202,29,1030,201202,29,1330,61277,367438,MICHIGAN,2012,Winter Weather,Z,7,LUCE,MQT,29-FEB-12 10:30:00,EST-5,29-FEB-12 13:30:00,0,0,0,0,Trained Spotter,A deep moisture laden low pressure system moving from the Plains into Wisconsin spread heavy snow from southwest Upper Michigan on the evening of the 28th across much of the rest of Upper Michigan on the 29th.,2012,2
1653,201202,29,800,201202,29,1800,61277,367439,MICHIGAN,2012,Winter Storm,Z,14,SOUTHERN SCHOOLCRAFT,MQT,29-FEB-12 08:00:00,EST-5,29-FEB-12 18:00:00,0,0,0,0,Public,A deep moisture laden low pressure system moving from the Plains into Wisconsin spread heavy snow from southwest Upper Michigan on the evening of the 28th across much of the rest of Upper Michigan on the 29th.,2012,2
1654,201202,29,1030,201202,29,2100,61277,367440,MICHIGAN,2012,Winter Storm,Z,85,NORTHERN SCHOOLCRAFT,MQT,29-FEB-12 10:30:00,EST-5,29-FEB-12 21:00:00,0,0,0,0,Mesonet,A deep moisture laden low pressure system moving from the Plains into Wisconsin spread heavy snow from southwest Upper Michigan on the evening of the 28th across much of the rest of Upper Michigan on the 29th.,2012,2
2140,201203,15,1750,201203,15,1752,60759,362971,MICHIGAN,2012,Tornado,C,115,MONROE,DTX,15-MAR-12 17:50:00,EST-5,15-MAR-12 17:52:00,0,0,0,0,Emergency Manager,"An amplified, upper level weather pattern allowed for an unseasonably warm and humid air mass to infiltrate the southern Great Lakes region.  Highly anomalous for the month of March, surface dew points climbed into the lower 60 degree range across much of Southeastern Michigan. This rich moisture combined with an upper level disturbance tracking northward through Lower Michigan to fuel a long duration severe thunderstorm event across Southeastern Michigan. The primary severe weather type observed with these storms was very large hail, along with 3 tornadoes.",2012,3
2141,201203,15,959,201203,15,959,60759,362978,MICHIGAN,2012,Hail,C,99,MACOMB,DTX,15-MAR-12 09:59:00,EST-5,15-MAR-12 09:59:00,0,0,0,0,Trained Spotter,"An amplified, upper level weather pattern allowed for an unseasonably warm and humid air mass to infiltrate the southern Great Lakes region.  Highly anomalous for the month of March, surface dew points climbed into the lower 60 degree range across much of Southeastern Michigan. This rich moisture combined with an upper level disturbance tracking northward through Lower Michigan to fuel a long duration severe thunderstorm event across Southeastern Michigan. The primary severe weather type observed with these storms was very large hail, along with 3 tornadoes.",2012,3
2142,201203,15,1428,201203,15,1428,60759,362980,MICHIGAN,2012,Hail,C,63,HURON,DTX,15-MAR-12 14:28:00,EST-5,15-MAR-12 14:28:00,0,0,0,0,Law Enforcement,"An amplified, upper level weather pattern allowed for an unseasonably warm and humid air mass to infiltrate the southern Great Lakes region.  Highly anomalous for the month of March, surface dew points climbed into the lower 60 degree range across much of Southeastern Michigan. This rich moisture combined with an upper level disturbance tracking northward through Lower Michigan to fuel a long duration severe thunderstorm event across Southeastern Michigan. The primary severe weather type observed with these storms was very large hail, along with 3 tornadoes.",2012,3
2455,201212,9,1300,201212,10,300,70056,420530,MICHIGAN,2012,Winter Weather,Z,13,DELTA,MQT,09-DEC-12 13:00:00,EST-5,10-DEC-12 03:00:00,0,0,0,0,COOP Observer,A weakening low pressure system moving east through Lower Michigan produced moderate snow over portions of west and central Upper Michigan from the 9th into the morning of the 10th.,2012,2
2456,201212,9,1500,201212,10,700,70056,420531,MICHIGAN,2012,Winter Weather,Z,5,MARQUETTE,MQT,09-DEC-12 15:00:00,EST-5,10-DEC-12 07:00:00,0,0,0,0,CoCoRaHS,A weakening low pressure system moving east through Lower Michigan produced moderate snow over portions of west and central Upper Michigan from the 9th into the morning of the 10th.,2012,2
3220,201201,12,1800,201201,13,1300,60814,363389,MICHIGAN,2012,Heavy Snow,Z,18,PRESQUE ISLE,APX,12-JAN-12 18:00:00,EST-5,13-JAN-12 13:00:00,0,0,0,0,Public,"Low pressure crossed Southern and Central Lower Michigan on the 12th, on its way to eastern Lake Huron and points beyond on the 13th.  Widespread moderate snow fell to the left of the track of the low, with 4 to 8 inch snow totals common over an 18 hour period from late on the 12th to morning on the 13th.  However, there were a couple of pockets of heavier snow.  Central and southern Presque Isle County, including Posen and Moltke Township, picked up 9 to 12 inches of snow.  Similarly, Kalkaska and Sigma in Kalkaska County were also just under a foot.",2012,1
3568,201201,17,1900,201201,18,1000,60815,363390,MICHIGAN,2012,Lake-Effect Snow,Z,27,KALKASKA,APX,17-JAN-12 19:00:00,EST-5,18-JAN-12 10:00:00,0,0,0,0,Broadcast Media,"Cold northwest winds allowed lake effect snow to develop downwind of the Great Lakes on the night of the 17th.  Most of the snow was light to moderate in intensity.  However, a narrow but more intense band developed over central Kalkaska into northwest Roscommon County.  By morning, areas near the community of Kalkaska had 10 to 12 inches of new snow on the ground.",2012,1
3569,201201,18,2200,201201,19,1400,60816,363391,MICHIGAN,2012,Lake-Effect Snow,Z,8,CHIPPEWA,APX,18-JAN-12 22:00:00,EST-5,19-JAN-12 14:00:00,0,0,0,0,Broadcast Media,"A fast-moving low pressure system moved across southern Lake Superior on the night of the 18th.  Southwest flow ahead of the system resulted in locally heavy lake effect snow in parts of Eastern Upper Michigan.  As the system departed, winds veered to the northwest, redistributing lake effect snow by morning on the 19th.  By the time the event was done, 13 inches of snow had fallen about a dozen miles west of Brimley.  In Northwest Lower Michigan, 6 to 7 inches of snow fell on good portions of Leelanau and Charlevoix Counties, with less elsewhere.",2012,1
3570,201201,19,100,201201,19,1400,60816,363392,MICHIGAN,2012,Lake-Effect Snow,Z,19,CHARLEVOIX,APX,19-JAN-12 01:00:00,EST-5,19-JAN-12 14:00:00,0,0,0,0,Trained Spotter,"A fast-moving low pressure system moved across southern Lake Superior on the night of the 18th.  Southwest flow ahead of the system resulted in locally heavy lake effect snow in parts of Eastern Upper Michigan.  As the system departed, winds veered to the northwest, redistributing lake effect snow by morning on the 19th.  By the time the event was done, 13 inches of snow had fallen about a dozen miles west of Brimley.  In Northwest Lower Michigan, 6 to 7 inches of snow fell on good portions of Leelanau and Charlevoix Counties, with less elsewhere.",2012,1
3907,201201,19,100,201201,19,1400,60816,363393,MICHIGAN,2012,Lake-Effect Snow,Z,20,LEELANAU,APX,19-JAN-12 01:00:00,EST-5,19-JAN-12 14:00:00,0,0,0,0,Law Enforcement,"A fast-moving low pressure system moved across southern Lake Superior on the night of the 18th.  Southwest flow ahead of the system resulted in locally heavy lake effect snow in parts of Eastern Upper Michigan.  As the system departed, winds veered to the northwest, redistributing lake effect snow by morning on the 19th.  By the time the event was done, 13 inches of snow had fallen about a dozen miles west of Brimley.  In Northwest Lower Michigan, 6 to 7 inches of snow fell on good portions of Leelanau and Charlevoix Counties, with less elsewhere.",2012,1
3908,201201,28,1700,201201,29,1200,60817,363395,MICHIGAN,2012,Lake-Effect Snow,Z,8,CHIPPEWA,APX,28-JAN-12 17:00:00,EST-5,29-JAN-12 12:00:00,0,0,0,0,Trained Spotter,"A long-lasting west-northwest flow lake effect event had a brief spike in intensity on the night of the 28th.  Elmira and Gaylord picked up a quick 6 inches of new snow between 6 pm and midnight.  Snowfall in Paradise in Chippewa County wasn't quite that intense, but still resulted in a fresh 6 inches by morning.",2012,1
3909,201201,28,1700,201201,29,200,60817,363396,MICHIGAN,2012,Lake-Effect Snow,Z,19,CHARLEVOIX,APX,28-JAN-12 17:00:00,EST-5,29-JAN-12 02:00:00,0,0,0,0,NWS Employee,"A long-lasting west-northwest flow lake effect event had a brief spike in intensity on the night of the 28th.  Elmira and Gaylord picked up a quick 6 inches of new snow between 6 pm and midnight.  Snowfall in Paradise in Chippewa County wasn't quite that intense, but still resulted in a fresh 6 inches by morning.",2012,1
4014,201202,29,400,201202,29,1200,61538,368172,MICHIGAN,2012,Winter Storm,Z,22,OTSEGO,APX,29-FEB-12 04:00:00,EST-5,29-FEB-12 12:00:00,0,0,0,0,Official NWS Observations,"Low pressure, originating in Colorado, would move into the upper Mississippi Valley on the 29th, then occlude and weaken. Strong southerly flow ahead of the system produced a wintry mix of precipitation in Northern Lower Michigan.  The heaviest wintry precipitation fell in the higher terrain of North Central Lower.  Six to eight inches of snow, along with some sleet, fell in St Helen, Clear Lake, and Lupton.  Around six inches of snow and sleet fell in Luzerne, Lovells, and Lewiston.",2012,2
4238,201201,28,1700,201201,29,200,60817,363397,MICHIGAN,2012,Lake-Effect Snow,Z,22,OTSEGO,APX,28-JAN-12 17:00:00,EST-5,29-JAN-12 02:00:00,0,0,0,0,NWS Employee,"A long-lasting west-northwest flow lake effect event had a brief spike in intensity on the night of the 28th.  Elmira and Gaylord picked up a quick 6 inches of new snow between 6 pm and midnight.  Snowfall in Paradise in Chippewa County wasn't quite that intense, but still resulted in a fresh 6 inches by morning.",2012,1
4334,201202,29,400,201202,29,1200,61538,368173,MICHIGAN,2012,Winter Storm,Z,23,MONTMORENCY,APX,29-FEB-12 04:00:00,EST-5,29-FEB-12 12:00:00,0,0,0,0,Trained Spotter,"Low pressure, originating in Colorado, would move into the upper Mississippi Valley on the 29th, then occlude and weaken. Strong southerly flow ahead of the system produced a wintry mix of precipitation in Northern Lower Michigan.  The heaviest wintry precipitation fell in the higher terrain of North Central Lower.  Six to eight inches of snow, along with some sleet, fell in St Helen, Clear Lake, and Lupton.  Around six inches of snow and sleet fell in Luzerne, Lovells, and Lewiston.",2012,2
