,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,EPISODE_NARRATIVE,Year,Month
40,200702,22,750,200702,22,750,3083,16477,MICHIGAN,2007,High Wind,Z,13,DELTA,MQT,22-FEB-07 07:50:00,EST-5,22-FEB-07 07:50:00,0,0,0,0,Trained Spotter,A strong cold front produced a wind gust to 68 mph at Bark River in the early morning hours of the 22nd.,2007,2
41,200707,5,1222,200707,5,1222,8687,49730,MICHIGAN,2007,Hail,C,109,MENOMINEE,MQT,05-JUL-07 12:22:00,CST-6,05-JUL-07 12:22:00,0,0,0,0,Public,Severe thunderstorms produced large hail over portions of Menominee and Delta counties on the afternoon of the 5th.,2007,7
42,200707,5,1410,200707,5,1410,8687,49731,MICHIGAN,2007,Hail,C,41,DELTA,MQT,05-JUL-07 14:10:00,EST-5,05-JUL-07 14:10:00,0,0,0,0,Public,Severe thunderstorms produced large hail over portions of Menominee and Delta counties on the afternoon of the 5th.,2007,7
43,200707,8,330,200707,8,333,8688,49733,MICHIGAN,2007,Hail,C,61,HOUGHTON,MQT,08-JUL-07 03:30:00,EST-5,08-JUL-07 03:33:00,0,0,0,0,Public,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,2007,7
44,200707,8,359,200707,8,359,8688,49734,MICHIGAN,2007,Hail,C,61,HOUGHTON,MQT,08-JUL-07 03:59:00,EST-5,08-JUL-07 03:59:00,0,0,0,0,Trained Spotter,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,2007,7
463,200706,18,1928,200706,18,1928,6634,38574,MICHIGAN,2007,Thunderstorm Wind,C,3,ALGER,MQT,18-JUN-07 19:28:00,EST-5,18-JUN-07 19:28:00,0,0,0,0,Trained Spotter,Severe thunderstorms produced damaging wind gusts across portions of west and central Upper Michigan on the afternoon and evening of the 18th.,2007,6
549,200706,18,1936,200706,18,1936,6634,38576,MICHIGAN,2007,Thunderstorm Wind,C,153,SCHOOLCRAFT,MQT,18-JUN-07 19:36:00,EST-5,18-JUN-07 19:36:00,0,0,0,0,Law Enforcement,Severe thunderstorms produced damaging wind gusts across portions of west and central Upper Michigan on the afternoon and evening of the 18th.,2007,6
550,200706,26,1650,200706,26,1650,7287,41898,MICHIGAN,2007,Hail,C,53,GOGEBIC,MQT,26-JUN-07 16:50:00,CST-6,26-JUN-07 16:50:00,0,0,0,0,Trained Spotter,Thunderstorms dropped large hail over Wakefield on the evening of the 26th.,2007,6
551,200706,26,1713,200706,26,1713,7287,41899,MICHIGAN,2007,Hail,C,53,GOGEBIC,MQT,26-JUN-07 17:13:00,CST-6,26-JUN-07 17:13:00,0,0,0,0,Trained Spotter,Thunderstorms dropped large hail over Wakefield on the evening of the 26th.,2007,6
959,200706,7,1650,200706,7,1652,6590,38363,MICHIGAN,2007,Hail,C,109,MENOMINEE,MQT,07-JUN-07 16:50:00,CST-6,07-JUN-07 16:52:00,0,0,0,0,Trained Spotter,Severe Thunderstorms produced large hail and damaging winds over west and south central Upper Michigan on the afternoon and evening of the 7th.  A tornado also formed over Menominee County and uprooted numerous trees west of the town of Banat.,2007,6
