,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,EPISODE_NARRATIVE,Year,Month
1581,201709,22,1316,201709,22,1320,119360,717465,MICHIGAN,2017,Thunderstorm Wind,C,103,MARQUETTE,MQT,22-SEP-17 13:16:00,EST-5,22-SEP-17 13:20:00,0,0,0,0,Law Enforcement,"During the morning hours, a line of strong to severe thunderstorms developed west of Upper Michigan and continued to track eastward throughout the morning and early afternoon hours. This line of strong to severe storms brought nickel to quarter size hail and strong wind gusts that snapped power poles and medium to large size trees.",2017,9
2444,201702,23,200,201702,23,730,113862,681887,MICHIGAN,2017,Winter Weather,Z,2,ONTONAGON,MQT,23-FEB-17 02:00:00,EST-5,23-FEB-17 07:30:00,0,0,0,0,COOP Observer,The passage of a cold front brought moderate wet snow to portions of west and central Upper Michigan from the 22nd into the 23rd.,2017,2
2445,201702,23,200,201702,23,600,113862,681890,MICHIGAN,2017,Winter Weather,Z,5,MARQUETTE,MQT,23-FEB-17 02:00:00,EST-5,23-FEB-17 06:00:00,0,0,0,0,Public,The passage of a cold front brought moderate wet snow to portions of west and central Upper Michigan from the 22nd into the 23rd.,2017,2
2446,201702,24,700,201702,25,700,113864,681905,MICHIGAN,2017,Winter Storm,Z,3,NORTHERN HOUGHTON,MQT,24-FEB-17 07:00:00,EST-5,25-FEB-17 07:00:00,0,0,0,0,Social Media,A Plains low pressure system tracking northeast through the Upper Great Lakes brought moderate to heavy snow over much of west and central Upper Michigan from the 24th into the 25th.,2017,2
2449,201702,24,700,201702,25,700,113864,681908,MICHIGAN,2017,Winter Storm,Z,5,MARQUETTE,MQT,24-FEB-17 07:00:00,EST-5,25-FEB-17 07:00:00,0,0,0,0,Social Media,A Plains low pressure system tracking northeast through the Upper Great Lakes brought moderate to heavy snow over much of west and central Upper Michigan from the 24th into the 25th.,2017,2
2450,201702,24,900,201702,25,900,113864,681913,MICHIGAN,2017,Winter Weather,Z,10,IRON,MQT,24-FEB-17 09:00:00,CST-6,25-FEB-17 09:00:00,0,0,0,0,Social Media,A Plains low pressure system tracking northeast through the Upper Great Lakes brought moderate to heavy snow over much of west and central Upper Michigan from the 24th into the 25th.,2017,2
2451,201702,24,1100,201702,25,1100,113864,681915,MICHIGAN,2017,Winter Weather,Z,6,ALGER,MQT,24-FEB-17 11:00:00,EST-5,25-FEB-17 11:00:00,0,0,0,0,Social Media,A Plains low pressure system tracking northeast through the Upper Great Lakes brought moderate to heavy snow over much of west and central Upper Michigan from the 24th into the 25th.,2017,2
2452,201702,22,800,201702,23,800,113862,681925,MICHIGAN,2017,Winter Weather,Z,13,DELTA,MQT,22-FEB-17 08:00:00,EST-5,23-FEB-17 08:00:00,0,0,0,1,Law Enforcement,The passage of a cold front brought moderate wet snow to portions of west and central Upper Michigan from the 22nd into the 23rd.,2017,2
4361,201701,17,400,201701,17,1100,113175,676967,MICHIGAN,2017,Winter Weather,Z,13,DELTA,MQT,17-JAN-17 04:00:00,EST-5,17-JAN-17 11:00:00,0,0,0,0,Trained Spotter,Light freezing rain developed over south central Upper Michigan on the morning of the 17th as a low pressure system passed through the Lower Great Lakes.,2017,1
4362,201701,26,1900,201701,27,700,113179,677000,MICHIGAN,2017,Winter Weather,Z,5,MARQUETTE,MQT,26-JAN-17 19:00:00,EST-5,27-JAN-17 07:00:00,0,0,0,0,Official NWS Observations,An upper level disturbance and associated cold front moving through the region brought moderate snow to portions of Marquette and Alger counties from the evening of the 26th into the morning of the 27th.,2017,1
4363,201701,26,1900,201701,27,630,113179,677002,MICHIGAN,2017,Winter Weather,Z,6,ALGER,MQT,26-JAN-17 19:00:00,EST-5,27-JAN-17 06:30:00,0,0,0,0,COOP Observer,An upper level disturbance and associated cold front moving through the region brought moderate snow to portions of Marquette and Alger counties from the evening of the 26th into the morning of the 27th.,2017,1
4791,201701,10,1800,201701,10,2200,112733,673245,MICHIGAN,2017,High Wind,Z,62,LAPEER,DTX,10-JAN-17 18:00:00,EST-5,10-JAN-17 22:00:00,0,0,0,0,911 Call Center,"A strong cold front moved through southeast Michigan, with post frontal winds causing multiple trees to come down in Lapeer and surrounding towns in Lapeer County.",2017,1
4960,201701,29,1600,201701,30,600,112343,669797,MICHIGAN,2017,Lake-Effect Snow,Z,78,CASS,IWX,29-JAN-17 16:00:00,EST-5,30-JAN-17 06:00:00,0,0,0,0,Public,"Heavy lake effect snow developed across southwest Lower Michigan late on January 29th into early January 30th. Reduced visibilities, snow covered roads and localized snowfall totals in excess of 6 inches created difficult driving conditions.",2017,1
4963,201701,29,1600,201701,30,600,112343,669796,MICHIGAN,2017,Lake-Effect Snow,Z,77,BERRIEN,IWX,29-JAN-17 16:00:00,EST-5,30-JAN-17 06:00:00,0,0,0,0,CoCoRaHS,"Heavy lake effect snow developed across southwest Lower Michigan late on January 29th into early January 30th. Reduced visibilities, snow covered roads and localized snowfall totals in excess of 6 inches created difficult driving conditions.",2017,1
4992,201701,12,2200,201701,13,1000,113182,677042,MICHIGAN,2017,Cold/Wind Chill,Z,9,GOGEBIC,MQT,12-JAN-17 22:00:00,CST-6,13-JAN-17 10:00:00,0,0,0,0,AWOS,Falling temperatures associated with an advancing Arctic high pressure system produced bitter cold wind chill readings over interior western Upper Michigan from late evening on the 12th into the morning of the 13th.,2017,1
