,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
1581,201709,22,1316,201709,22,1320,119360,717465,MICHIGAN,2017,Thunderstorm Wind,C,103,MARQUETTE,MQT,22-SEP-17 13:16:00,EST-5,22-SEP-17 13:20:00,0,0,0,0,1.00K,0.00K,Law Enforcement,50.0,EG,,,,,,,,,,3.0,WNW,AUSTIN,3.0,WNW,AUSTIN,46.3,-87.5,46.3,-87.5,"During the morning hours, a line of strong to severe thunderstorms developed west of Upper Michigan and continued to track eastward throughout the morning and early afternoon hours. This line of strong to severe storms brought nickel to quarter size hail and strong wind gusts that snapped power poles and medium to large size trees.",Local law enforcement reported power lines down three miles northwest of Gwinn.,2017,9
2444,201702,23,200,201702,23,730,113862,681887,MICHIGAN,2017,Winter Weather,Z,2,ONTONAGON,MQT,23-FEB-17 02:00:00,EST-5,23-FEB-17 07:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,The passage of a cold front brought moderate wet snow to portions of west and central Upper Michigan from the 22nd into the 23rd.,The observer at Paulding measured six inches of wet snow during the early morning of the 23rd.,2017,2
2445,201702,23,200,201702,23,600,113862,681890,MICHIGAN,2017,Winter Weather,Z,5,MARQUETTE,MQT,23-FEB-17 02:00:00,EST-5,23-FEB-17 06:00:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,The passage of a cold front brought moderate wet snow to portions of west and central Upper Michigan from the 22nd into the 23rd.,There was a report of an estimated five inches of wet snow at Republic during the early morning of the 23rd.,2017,2
2446,201702,24,700,201702,25,700,113864,681905,MICHIGAN,2017,Winter Storm,Z,3,NORTHERN HOUGHTON,MQT,24-FEB-17 07:00:00,EST-5,25-FEB-17 07:00:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,A Plains low pressure system tracking northeast through the Upper Great Lakes brought moderate to heavy snow over much of west and central Upper Michigan from the 24th into the 25th.,There were public reports via social media of 11 inches of snow in 24 hours at both Hancock and Painesdale.,2017,2
2449,201702,24,700,201702,25,700,113864,681908,MICHIGAN,2017,Winter Storm,Z,5,MARQUETTE,MQT,24-FEB-17 07:00:00,EST-5,25-FEB-17 07:00:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,A Plains low pressure system tracking northeast through the Upper Great Lakes brought moderate to heavy snow over much of west and central Upper Michigan from the 24th into the 25th.,There was a report via social media of ten inches of snow in 24 hours just northwest of the McClure Storage Basin off County Road 510 and also a ten inch snowfall report in 24 hours in the National Weather Service in Negaunee Township.,2017,2
2450,201702,24,900,201702,25,900,113864,681913,MICHIGAN,2017,Winter Weather,Z,10,IRON,MQT,24-FEB-17 09:00:00,CST-6,25-FEB-17 09:00:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,A Plains low pressure system tracking northeast through the Upper Great Lakes brought moderate to heavy snow over much of west and central Upper Michigan from the 24th into the 25th.,There was a public report of 6.5 inches of snow in 24 hours at Crystal Falls.,2017,2
2451,201702,24,1100,201702,25,1100,113864,681915,MICHIGAN,2017,Winter Weather,Z,6,ALGER,MQT,24-FEB-17 11:00:00,EST-5,25-FEB-17 11:00:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,A Plains low pressure system tracking northeast through the Upper Great Lakes brought moderate to heavy snow over much of west and central Upper Michigan from the 24th into the 25th.,There was a public report of six inches of snow in Munising over 24 hours.,2017,2
2452,201702,22,800,201702,23,800,113862,681925,MICHIGAN,2017,Winter Weather,Z,13,DELTA,MQT,22-FEB-17 08:00:00,EST-5,23-FEB-17 08:00:00,0,0,0,1,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,The passage of a cold front brought moderate wet snow to portions of west and central Upper Michigan from the 22nd into the 23rd.,There was a report of around two inches of slushy snow on the highways in Delta County when a one vehicle fatal accident occurred at approximately 8 am on the 23rd.  The driver and lone occupant of the vehicle lost control of his vehicle on County Road 416 in Cornell due to the slippery roads.  The vehicle left the roadway and collided with several trees on the east side of the road.,2017,2
4361,201701,17,400,201701,17,1100,113175,676967,MICHIGAN,2017,Winter Weather,Z,13,DELTA,MQT,17-JAN-17 04:00:00,EST-5,17-JAN-17 11:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,Light freezing rain developed over south central Upper Michigan on the morning of the 17th as a low pressure system passed through the Lower Great Lakes.,The spotter in Escanaba reported a glaze of ice from ongoing freezing drizzle was covering the roads making them very slick.,2017,1
4362,201701,26,1900,201701,27,700,113179,677000,MICHIGAN,2017,Winter Weather,Z,5,MARQUETTE,MQT,26-JAN-17 19:00:00,EST-5,27-JAN-17 07:00:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,An upper level disturbance and associated cold front moving through the region brought moderate snow to portions of Marquette and Alger counties from the evening of the 26th into the morning of the 27th.,The Marquette National Weather Service in Negaunee Township measured 4.2 inches of snow in 12 hours.,2017,1
