,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
64,200601,21,500,200601,21,800,1202433,5482729,MICHIGAN,2006,Heavy Snow,Z,53,SAGINAW,DTX,21-JAN-06 05:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. Heavy snow accumulated 6 to 7 inches north of a line from northern Shiawassee County to Northern Sanilac County. The snow began at 2000 EST on the 20th and reached 6 inches by 0500 EST on the 21st. The heaviest snowfall occurred during the early morning hours of the 21st during which time snowfall rates equaled one inch per hour. By 0800 EST, the snow had ended. Locations just south of this area received a mixture of precipitation including rain, freezing rain, sleet, and snow.Here are some of the higher snowfall reports received from each county:Midland (Midland) 7.0 inchesPinconning (Bay) 7.1 inchesCaseville (Huron) 6.0 inchesHemlock (Saginaw) 6.5 inchesVassar (Tuscola) 6.5 inches",,2006,1
99,200601,24,600,200601,25,100,1203751,5486361,MICHIGAN,2006,Winter Storm,Z,2,ONTONAGON,MQT,24-JAN-06 06:00:00,EST,25-JAN-06 01:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"An intense Alberta Clipper system dropped across northern Lake Superior bringing heavy lake effect snow to portions of west and central Upper Michigan on the 24th.  Strong northwest wind gusts to 30 mph or more also caused considerable blowing of snow and near whiteout conditions at times.  24-hour snowfall totals of 10 to 12 inches were reported by spotters in Bergland, Bessemer and Champion while 12-hour totals of 9 to 10 inches were reported just west of Pelkie in southern Houghton County and in the town of Baraga.",,2006,1
124,200601,21,500,200601,21,800,1202433,5482730,MICHIGAN,2006,Heavy Snow,Z,54,TUSCOLA,DTX,21-JAN-06 05:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. Heavy snow accumulated 6 to 7 inches north of a line from northern Shiawassee County to Northern Sanilac County. The snow began at 2000 EST on the 20th and reached 6 inches by 0500 EST on the 21st. The heaviest snowfall occurred during the early morning hours of the 21st during which time snowfall rates equaled one inch per hour. By 0800 EST, the snow had ended. Locations just south of this area received a mixture of precipitation including rain, freezing rain, sleet, and snow.Here are some of the higher snowfall reports received from each county:Midland (Midland) 7.0 inchesPinconning (Bay) 7.1 inchesCaseville (Huron) 6.0 inchesHemlock (Saginaw) 6.5 inchesVassar (Tuscola) 6.5 inches",,2006,1
125,200601,20,2300,200601,21,800,1202434,5482731,MICHIGAN,2006,Winter Storm,Z,62,LAPEER,DTX,20-JAN-06 23:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. This brought a wintry mix of precipitation including rain, freezing rain, sleet, and snow to the area. At 2000 EST on the 20th, the temperature dropped to 32 degrees and the rain transitioned to sleet, freezing rain, and snow. By 2300 EST, up to a tenth of an inch of freezing rain and an inch of sleet had fallen across Genesee and Lapeer Counties. At 0230 EST on the 21st, the mix became all snow. A total of 3 to 5 inches of snow fell on top of the ice and sleet accumulations before ending at 0800 EST.",,2006,1
126,200601,20,2300,200601,21,800,1202434,5482732,MICHIGAN,2006,Winter Storm,Z,61,GENESEE,DTX,20-JAN-06 23:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. This brought a wintry mix of precipitation including rain, freezing rain, sleet, and snow to the area. At 2000 EST on the 20th, the temperature dropped to 32 degrees and the rain transitioned to sleet, freezing rain, and snow. By 2300 EST, up to a tenth of an inch of freezing rain and an inch of sleet had fallen across Genesee and Lapeer Counties. At 0230 EST on the 21st, the mix became all snow. A total of 3 to 5 inches of snow fell on top of the ice and sleet accumulations before ending at 0800 EST.",,2006,1
166,200601,24,500,200601,25,0,1203751,5486362,MICHIGAN,2006,Winter Storm,Z,9,GOGEBIC,MQT,24-JAN-06 05:00:00,CST,25-JAN-06 00:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"An intense Alberta Clipper system dropped across northern Lake Superior bringing heavy lake effect snow to portions of west and central Upper Michigan on the 24th.  Strong northwest wind gusts to 30 mph or more also caused considerable blowing of snow and near whiteout conditions at times.  24-hour snowfall totals of 10 to 12 inches were reported by spotters in Bergland, Bessemer and Champion while 12-hour totals of 9 to 10 inches were reported just west of Pelkie in southern Houghton County and in the town of Baraga.",,2006,1
167,200601,24,700,200601,25,100,1203751,5486363,MICHIGAN,2006,Winter Storm,Z,6,ALGER,MQT,24-JAN-06 07:00:00,EST,25-JAN-06 01:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"An intense Alberta Clipper system dropped across northern Lake Superior bringing heavy lake effect snow to portions of west and central Upper Michigan on the 24th.  Strong northwest wind gusts to 30 mph or more also caused considerable blowing of snow and near whiteout conditions at times.  24-hour snowfall totals of 10 to 12 inches were reported by spotters in Bergland, Bessemer and Champion while 12-hour totals of 9 to 10 inches were reported just west of Pelkie in southern Houghton County and in the town of Baraga.",,2006,1
168,200601,24,800,200601,25,100,1203751,5486364,MICHIGAN,2006,Winter Storm,Z,85,NORTHERN SCHOOLCRAFT,MQT,24-JAN-06 08:00:00,EST,25-JAN-06 01:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"An intense Alberta Clipper system dropped across northern Lake Superior bringing heavy lake effect snow to portions of west and central Upper Michigan on the 24th.  Strong northwest wind gusts to 30 mph or more also caused considerable blowing of snow and near whiteout conditions at times.  24-hour snowfall totals of 10 to 12 inches were reported by spotters in Bergland, Bessemer and Champion while 12-hour totals of 9 to 10 inches were reported just west of Pelkie in southern Houghton County and in the town of Baraga.",,2006,1
169,200601,24,600,200601,25,100,1203751,5486365,MICHIGAN,2006,Winter Storm,Z,4,BARAGA,MQT,24-JAN-06 06:00:00,EST,25-JAN-06 01:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"An intense Alberta Clipper system dropped across northern Lake Superior bringing heavy lake effect snow to portions of west and central Upper Michigan on the 24th.  Strong northwest wind gusts to 30 mph or more also caused considerable blowing of snow and near whiteout conditions at times.  24-hour snowfall totals of 10 to 12 inches were reported by spotters in Bergland, Bessemer and Champion while 12-hour totals of 9 to 10 inches were reported just west of Pelkie in southern Houghton County and in the town of Baraga.",,2006,1
533,200601,24,600,200601,25,100,1203751,5486366,MICHIGAN,2006,Winter Storm,Z,84,SOUTHERN HOUGHTON,MQT,24-JAN-06 06:00:00,EST,25-JAN-06 01:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"An intense Alberta Clipper system dropped across northern Lake Superior bringing heavy lake effect snow to portions of west and central Upper Michigan on the 24th.  Strong northwest wind gusts to 30 mph or more also caused considerable blowing of snow and near whiteout conditions at times.  24-hour snowfall totals of 10 to 12 inches were reported by spotters in Bergland, Bessemer and Champion while 12-hour totals of 9 to 10 inches were reported just west of Pelkie in southern Houghton County and in the town of Baraga.",,2006,1
534,200601,24,600,200601,25,100,1203751,5486367,MICHIGAN,2006,Winter Storm,Z,5,MARQUETTE,MQT,24-JAN-06 06:00:00,EST,25-JAN-06 01:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"An intense Alberta Clipper system dropped across northern Lake Superior bringing heavy lake effect snow to portions of west and central Upper Michigan on the 24th.  Strong northwest wind gusts to 30 mph or more also caused considerable blowing of snow and near whiteout conditions at times.  24-hour snowfall totals of 10 to 12 inches were reported by spotters in Bergland, Bessemer and Champion while 12-hour totals of 9 to 10 inches were reported just west of Pelkie in southern Houghton County and in the town of Baraga.",,2006,1
729,200601,21,500,200601,21,800,1202435,5482733,MICHIGAN,2006,Winter Storm,Z,60,SHIAWASSEE,DTX,21-JAN-06 05:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. This brought a wintry mix of precipitation including rain, freezing rain, sleet, and snow to the area. The wintry mix began at 2000 EST on the 20th, and changed to all snow by Midnight. At 0500 EST on the 21st, 6 inches of snow had fallen across the northern portions of Shiawassee and Sanilac Counties. The southern portions of these counties received more sleet and freezing rain, holding total snow accumulations to 3 to 6 inches. Here are some of the higher snowfall reports received from each county:New Lothrop (Shiawassee) 6.0 inchesDeckerville (Sanilac) 6.0 inches",,2006,1
730,200601,21,500,200601,21,800,1202435,5482734,MICHIGAN,2006,Winter Storm,Z,55,SANILAC,DTX,21-JAN-06 05:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. This brought a wintry mix of precipitation including rain, freezing rain, sleet, and snow to the area. The wintry mix began at 2000 EST on the 20th, and changed to all snow by Midnight. At 0500 EST on the 21st, 6 inches of snow had fallen across the northern portions of Shiawassee and Sanilac Counties. The southern portions of these counties received more sleet and freezing rain, holding total snow accumulations to 3 to 6 inches. Here are some of the higher snowfall reports received from each county:New Lothrop (Shiawassee) 6.0 inchesDeckerville (Sanilac) 6.0 inches",,2006,1
740,200601,21,500,200601,21,800,1202433,5482727,MICHIGAN,2006,Heavy Snow,Z,48,BAY,DTX,21-JAN-06 05:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. Heavy snow accumulated 6 to 7 inches north of a line from northern Shiawassee County to Northern Sanilac County. The snow began at 2000 EST on the 20th and reached 6 inches by 0500 EST on the 21st. The heaviest snowfall occurred during the early morning hours of the 21st during which time snowfall rates equaled one inch per hour. By 0800 EST, the snow had ended. Locations just south of this area received a mixture of precipitation including rain, freezing rain, sleet, and snow.Here are some of the higher snowfall reports received from each county:Midland (Midland) 7.0 inchesPinconning (Bay) 7.1 inchesCaseville (Huron) 6.0 inchesHemlock (Saginaw) 6.5 inchesVassar (Tuscola) 6.5 inches",,2006,1
741,200601,21,500,200601,21,800,1202433,5482728,MICHIGAN,2006,Heavy Snow,Z,49,HURON,DTX,21-JAN-06 05:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. Heavy snow accumulated 6 to 7 inches north of a line from northern Shiawassee County to Northern Sanilac County. The snow began at 2000 EST on the 20th and reached 6 inches by 0500 EST on the 21st. The heaviest snowfall occurred during the early morning hours of the 21st during which time snowfall rates equaled one inch per hour. By 0800 EST, the snow had ended. Locations just south of this area received a mixture of precipitation including rain, freezing rain, sleet, and snow.Here are some of the higher snowfall reports received from each county:Midland (Midland) 7.0 inchesPinconning (Bay) 7.1 inchesCaseville (Huron) 6.0 inchesHemlock (Saginaw) 6.5 inchesVassar (Tuscola) 6.5 inches",,2006,1
771,200601,21,500,200601,21,800,1202433,5482726,MICHIGAN,2006,Heavy Snow,Z,47,MIDLAND,DTX,21-JAN-06 05:00:00,EST,21-JAN-06 08:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A fast moving storm system moved out of the Texas Panhandle on Friday and moved northeast across the Detroit metro area early on the 21st. Heavy snow accumulated 6 to 7 inches north of a line from northern Shiawassee County to Northern Sanilac County. The snow began at 2000 EST on the 20th and reached 6 inches by 0500 EST on the 21st. The heaviest snowfall occurred during the early morning hours of the 21st during which time snowfall rates equaled one inch per hour. By 0800 EST, the snow had ended. Locations just south of this area received a mixture of precipitation including rain, freezing rain, sleet, and snow.Here are some of the higher snowfall reports received from each county:Midland (Midland) 7.0 inchesPinconning (Bay) 7.1 inchesCaseville (Huron) 6.0 inchesHemlock (Saginaw) 6.5 inchesVassar (Tuscola) 6.5 inches",,2006,1
