,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
38,201305,30,1418,201305,30,1418,75601,456352,MICHIGAN,2013,Hail,C,111,MIDLAND,DTX,30-MAY-13 14:18:00,EST-5,30-MAY-13 14:18:00,0,0,0,0,0.00K,0.00K,Public,1.75,,,,,,,,,,,1.0,SW,OIL CITY,1.0,SW,OIL CITY,43.61,-84.59,43.61,-84.59,Several severe thunderstorms developed with good afternoon instability.,,2013,5
39,201305,30,1525,201305,30,1525,75601,456355,MICHIGAN,2013,Hail,C,17,BAY,DTX,30-MAY-13 15:25:00,EST-5,30-MAY-13 15:25:00,0,0,0,0,0.00K,0.00K,Public,0.75,,,,,,,,,,,1.0,W,CRUMP,1.0,W,CRUMP,43.75,-84.09,43.75,-84.09,Several severe thunderstorms developed with good afternoon instability.,,2013,5
40,201305,30,1535,201305,30,1535,75601,456356,MICHIGAN,2013,Hail,C,17,BAY,DTX,30-MAY-13 15:35:00,EST-5,30-MAY-13 15:35:00,0,0,0,0,0.00K,0.00K,Public,1.0,,,,,,,,,,,1.0,NW,LINWOOD,1.0,NW,LINWOOD,43.74,-83.99,43.74,-83.99,Several severe thunderstorms developed with good afternoon instability.,,2013,5
41,201305,30,1624,201305,30,1624,75601,456357,MICHIGAN,2013,Hail,C,125,OAKLAND,DTX,30-MAY-13 16:24:00,EST-5,30-MAY-13 16:24:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.88,,,,,,,,,,,3.0,ENE,AUBURN HGTS,3.0,ENE,AUBURN HGTS,42.65,-83.17,42.65,-83.17,Several severe thunderstorms developed with good afternoon instability.,,2013,5
62,201305,30,1440,201305,30,1440,75601,456365,MICHIGAN,2013,Thunderstorm Wind,C,147,ST. CLAIR,DTX,30-MAY-13 14:40:00,EST-5,30-MAY-13 14:40:00,0,0,0,0,10.00K,0.00K,Public,59.0,EG,,,,,,,,,,1.0,S,PORT HURON ARPT,1.0,S,PORT HURON ARPT,43.0,-82.45,43.0,-82.45,Several severe thunderstorms developed with good afternoon instability.,"Trees reported down, along with damage to houses.",2013,5
63,201305,30,1555,201305,30,1555,75601,456366,MICHIGAN,2013,Thunderstorm Wind,C,163,WAYNE,DTX,30-MAY-13 15:55:00,EST-5,30-MAY-13 15:55:00,0,0,0,0,0.00K,0.00K,Trained Spotter,54.0,EG,,,,,,,,,,1.0,SSE,TRYONVILLE,1.0,SSE,TRYONVILLE,42.35,-83.42,42.35,-83.42,Several severe thunderstorms developed with good afternoon instability.,Two large trees reported blown down.,2013,5
64,201305,30,1622,201305,30,1622,75601,456367,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:22:00,EST-5,30-MAY-13 16:22:00,0,0,0,0,0.00K,0.00K,Trained Spotter,56.0,EG,,,,,,,,,,1.0,NE,FLINT DALTONS ARPT,1.0,NE,FLINT DALTONS ARPT,43.06,-83.77,43.06,-83.77,Several severe thunderstorms developed with good afternoon instability.,Trees reported blown down.,2013,5
65,201305,30,1633,201305,30,1633,75601,456368,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:33:00,EST-5,30-MAY-13 16:33:00,0,0,0,0,5.00K,0.00K,Trained Spotter,56.0,EG,,,,,,,,,,1.0,W,MT MORRIS,1.0,W,MT MORRIS,43.12,-83.7,43.12,-83.7,Several severe thunderstorms developed with good afternoon instability.,"Three trees reported blown down, one of which fell onto a house.",2013,5
66,201305,30,1636,201305,30,1636,75601,456369,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:36:00,EST-5,30-MAY-13 16:36:00,0,0,0,0,0.00K,0.00K,Public,52.0,EG,,,,,,,,,,0.0,N,MT MORRIS,0.0,N,MT MORRIS,43.12,-83.68,43.12,-83.68,Several severe thunderstorms developed with good afternoon instability.,"A tree was reported down, along with power lines.",2013,5
67,201305,30,1636,201305,30,1636,75601,456370,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:36:00,EST-5,30-MAY-13 16:36:00,0,0,0,0,0.00K,0.00K,Trained Spotter,52.0,EG,,,,,,,,,,1.0,W,MT MORRIS,1.0,W,MT MORRIS,43.12,-83.7,43.12,-83.7,Several severe thunderstorms developed with good afternoon instability.,A power pole was reported down.,2013,5
