,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,EPISODE_NARRATIVE,Year,Month
38,201305,30,1418,201305,30,1418,75601,456352,MICHIGAN,2013,Hail,C,111,MIDLAND,DTX,30-MAY-13 14:18:00,EST-5,30-MAY-13 14:18:00,0,0,0,0,Public,Several severe thunderstorms developed with good afternoon instability.,2013,5
39,201305,30,1525,201305,30,1525,75601,456355,MICHIGAN,2013,Hail,C,17,BAY,DTX,30-MAY-13 15:25:00,EST-5,30-MAY-13 15:25:00,0,0,0,0,Public,Several severe thunderstorms developed with good afternoon instability.,2013,5
40,201305,30,1535,201305,30,1535,75601,456356,MICHIGAN,2013,Hail,C,17,BAY,DTX,30-MAY-13 15:35:00,EST-5,30-MAY-13 15:35:00,0,0,0,0,Public,Several severe thunderstorms developed with good afternoon instability.,2013,5
41,201305,30,1624,201305,30,1624,75601,456357,MICHIGAN,2013,Hail,C,125,OAKLAND,DTX,30-MAY-13 16:24:00,EST-5,30-MAY-13 16:24:00,0,0,0,0,Trained Spotter,Several severe thunderstorms developed with good afternoon instability.,2013,5
62,201305,30,1440,201305,30,1440,75601,456365,MICHIGAN,2013,Thunderstorm Wind,C,147,ST. CLAIR,DTX,30-MAY-13 14:40:00,EST-5,30-MAY-13 14:40:00,0,0,0,0,Public,Several severe thunderstorms developed with good afternoon instability.,2013,5
63,201305,30,1555,201305,30,1555,75601,456366,MICHIGAN,2013,Thunderstorm Wind,C,163,WAYNE,DTX,30-MAY-13 15:55:00,EST-5,30-MAY-13 15:55:00,0,0,0,0,Trained Spotter,Several severe thunderstorms developed with good afternoon instability.,2013,5
64,201305,30,1622,201305,30,1622,75601,456367,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:22:00,EST-5,30-MAY-13 16:22:00,0,0,0,0,Trained Spotter,Several severe thunderstorms developed with good afternoon instability.,2013,5
65,201305,30,1633,201305,30,1633,75601,456368,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:33:00,EST-5,30-MAY-13 16:33:00,0,0,0,0,Trained Spotter,Several severe thunderstorms developed with good afternoon instability.,2013,5
66,201305,30,1636,201305,30,1636,75601,456369,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:36:00,EST-5,30-MAY-13 16:36:00,0,0,0,0,Public,Several severe thunderstorms developed with good afternoon instability.,2013,5
67,201305,30,1636,201305,30,1636,75601,456370,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:36:00,EST-5,30-MAY-13 16:36:00,0,0,0,0,Trained Spotter,Several severe thunderstorms developed with good afternoon instability.,2013,5
68,201305,30,1640,201305,30,1640,75601,456372,MICHIGAN,2013,Thunderstorm Wind,C,49,GENESEE,DTX,30-MAY-13 16:40:00,EST-5,30-MAY-13 16:40:00,0,0,0,0,Trained Spotter,Several severe thunderstorms developed with good afternoon instability.,2013,5
69,201305,30,1650,201305,30,1650,75601,456373,MICHIGAN,2013,Thunderstorm Wind,C,157,TUSCOLA,DTX,30-MAY-13 16:50:00,EST-5,30-MAY-13 16:50:00,0,0,0,0,Law Enforcement,Several severe thunderstorms developed with good afternoon instability.,2013,5
70,201305,30,1710,201305,30,1710,75601,456374,MICHIGAN,2013,Thunderstorm Wind,C,157,TUSCOLA,DTX,30-MAY-13 17:10:00,EST-5,30-MAY-13 17:10:00,0,0,0,0,Law Enforcement,Several severe thunderstorms developed with good afternoon instability.,2013,5
154,201305,20,1355,201305,20,1355,75592,456316,MICHIGAN,2013,Hail,C,9,ANTRIM,APX,20-MAY-13 13:55:00,EST-5,20-MAY-13 13:55:00,0,0,0,0,Public,"An upper level disturbance interacted with an unstable airmass in place across Lower Michigan, producing multiple short line segments of strong to severe thunderstorms.  These storms produced both large hail and damaging wind gusts during the afternoon hours.",2013,5
155,201305,20,1323,201305,20,1323,75592,456317,MICHIGAN,2013,Thunderstorm Wind,C,9,ANTRIM,APX,20-MAY-13 13:23:00,EST-5,20-MAY-13 13:23:00,0,0,0,0,Public,"An upper level disturbance interacted with an unstable airmass in place across Lower Michigan, producing multiple short line segments of strong to severe thunderstorms.  These storms produced both large hail and damaging wind gusts during the afternoon hours.",2013,5
156,201305,20,1400,201305,20,1400,75592,456319,MICHIGAN,2013,Thunderstorm Wind,C,9,ANTRIM,APX,20-MAY-13 14:00:00,EST-5,20-MAY-13 14:00:00,0,0,0,0,Law Enforcement,"An upper level disturbance interacted with an unstable airmass in place across Lower Michigan, producing multiple short line segments of strong to severe thunderstorms.  These storms produced both large hail and damaging wind gusts during the afternoon hours.",2013,5
157,201305,20,1410,201305,20,1410,75592,456320,MICHIGAN,2013,Thunderstorm Wind,C,143,ROSCOMMON,APX,20-MAY-13 14:10:00,EST-5,20-MAY-13 14:10:00,0,0,0,0,Law Enforcement,"An upper level disturbance interacted with an unstable airmass in place across Lower Michigan, producing multiple short line segments of strong to severe thunderstorms.  These storms produced both large hail and damaging wind gusts during the afternoon hours.",2013,5
158,201305,20,1410,201305,20,1410,75592,456321,MICHIGAN,2013,Thunderstorm Wind,C,29,CHARLEVOIX,APX,20-MAY-13 14:10:00,EST-5,20-MAY-13 14:10:00,0,0,0,0,Law Enforcement,"An upper level disturbance interacted with an unstable airmass in place across Lower Michigan, producing multiple short line segments of strong to severe thunderstorms.  These storms produced both large hail and damaging wind gusts during the afternoon hours.",2013,5
159,201305,20,1515,201305,20,1525,75592,456326,MICHIGAN,2013,Thunderstorm Wind,C,51,GLADWIN,APX,20-MAY-13 15:15:00,EST-5,20-MAY-13 15:25:00,0,0,0,0,NWS Storm Survey,"An upper level disturbance interacted with an unstable airmass in place across Lower Michigan, producing multiple short line segments of strong to severe thunderstorms.  These storms produced both large hail and damaging wind gusts during the afternoon hours.",2013,5
210,201301,17,1730,201301,18,1730,70790,425149,MICHIGAN,2013,Winter Weather,Z,6,ALGER,MQT,17-JAN-13 17:30:00,EST-5,18-JAN-13 17:30:00,0,0,0,0,Trained Spotter,Two Arctic air masses moving across the Upper Great Lakes brought periods of moderate snow to much of west and central Upper Michigan from the 16th into the 18th.,2013,1
220,201301,18,1000,201301,18,1930,70790,425155,MICHIGAN,2013,Winter Weather,Z,13,DELTA,MQT,18-JAN-13 10:00:00,EST-5,18-JAN-13 19:30:00,0,0,0,0,COOP Observer,Two Arctic air masses moving across the Upper Great Lakes brought periods of moderate snow to much of west and central Upper Michigan from the 16th into the 18th.,2013,1
221,201301,18,900,201301,18,1900,70790,425161,MICHIGAN,2013,Winter Weather,Z,5,MARQUETTE,MQT,18-JAN-13 09:00:00,EST-5,18-JAN-13 19:00:00,0,0,0,0,Official NWS Observations,Two Arctic air masses moving across the Upper Great Lakes brought periods of moderate snow to much of west and central Upper Michigan from the 16th into the 18th.,2013,1
222,201301,10,2300,201301,11,300,70407,425481,MICHIGAN,2013,Winter Weather,Z,3,NORTHERN HOUGHTON,MQT,10-JAN-13 23:00:00,EST-5,11-JAN-13 03:00:00,0,0,0,0,Broadcast Media,An area of light to moderate rain moving north through Wisconsin produced light freezing rain across portions of west and central Upper Michigan late evening on the 10th into the early morning of the 11th.,2013,1
223,201301,11,0,201301,13,300,70407,425482,MICHIGAN,2013,Winter Weather,Z,1,KEWEENAW,MQT,11-JAN-13 00:00:00,EST-5,13-JAN-13 03:00:00,0,0,0,0,Broadcast Media,An area of light to moderate rain moving north through Wisconsin produced light freezing rain across portions of west and central Upper Michigan late evening on the 10th into the early morning of the 11th.,2013,1
225,201301,27,2200,201301,28,800,70947,426479,MICHIGAN,2013,Winter Storm,Z,4,BARAGA,MQT,27-JAN-13 22:00:00,EST-5,28-JAN-13 08:00:00,0,0,0,0,Trained Spotter,A low pressure system moving through the Lower Great Lakes produced moderate to heavy snow over portions of west and central Upper Michigan from the afternoon of the 27th into the morning of the 28th.,2013,1
393,201305,20,1801,201305,20,1801,74871,452981,MICHIGAN,2013,Thunderstorm Wind,C,87,LAPEER,DTX,20-MAY-13 18:01:00,EST-5,20-MAY-13 18:01:00,0,0,0,0,Law Enforcement,Several severe thunderstorms developed north of I-69.,2013,5
