,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
61,201106,8,2300,201106,8,2301,53803,322391,MICHIGAN,2011,Thunderstorm Wind,C,21,BERRIEN,IWX,08-JUN-11 23:00:00,EST-5,08-JUN-11 23:01:00,0,0,0,0,0.00K,0.00K,Law Enforcement,55.0,EG,,,,,,,,,,1.0,NW,COLOMA,1.0,NW,COLOMA,42.19,-86.31,42.19,-86.31,Unstable conditions were in place along the edge of strong ridging across the region. Steep lapse rates and moderate shear allowed thunderstorms to develop on lake breeze boundaries.,Trees and power lines reported down in and around Coloma.,2011,6
337,201106,9,140,201106,9,140,54137,324698,MICHIGAN,2011,Thunderstorm Wind,C,115,MONROE,DTX,09-JUN-11 01:40:00,EST-5,09-JUN-11 01:40:00,0,0,0,0,0.00K,0.00K,Trained Spotter,52.0,MG,,,,,,,,,,1.0,E,PETERSBURG,1.0,E,PETERSBURG,41.9,-83.71,41.9,-83.71,"A cold front moving through around Midnight produced numerous severe thunderstorms across southeast Michigan, with a measured wind gust of 76 mph recorded in Flint.",A trained spotter estimated a 60 mph thunderstorm wind gust.,2011,6
398,201106,8,2335,201106,8,2336,53803,322392,MICHIGAN,2011,Thunderstorm Wind,C,27,CASS,IWX,08-JUN-11 23:35:00,EST-5,08-JUN-11 23:36:00,0,0,0,0,0.00K,0.00K,County Official,50.0,EG,,,,,,,,,,3.0,SSW,BARRON LAKE,3.0,SSW,BARRON LAKE,41.7826,-86.1865,41.7826,-86.1865,Unstable conditions were in place along the edge of strong ridging across the region. Steep lapse rates and moderate shear allowed thunderstorms to develop on lake breeze boundaries.,Local law enforcement reported a tree down onto power lines at the intersection of U.S. 12 and Gumwood Road.,2011,6
399,201106,8,2300,201106,8,2301,53803,322393,MICHIGAN,2011,Thunderstorm Wind,C,21,BERRIEN,IWX,08-JUN-11 23:00:00,EST-5,08-JUN-11 23:01:00,0,0,0,0,0.00K,0.00K,Law Enforcement,50.0,EG,,,,,,,,,,1.0,NE,THREE OAKS,1.0,NE,THREE OAKS,41.8104,-86.5888,41.8104,-86.5888,Unstable conditions were in place along the edge of strong ridging across the region. Steep lapse rates and moderate shear allowed thunderstorms to develop on lake breeze boundaries.,Local law enforcement reported scattered trees and power lines down across the county.,2011,6
400,201106,15,1255,201106,15,1305,54015,323652,MICHIGAN,2011,Strong Wind,Z,80,BRANCH,IWX,15-JUN-11 12:55:00,EST-5,15-JUN-11 13:05:00,0,0,0,0,25.00K,0.00K,Emergency Manager,49.0,EG,,,,,,,,,,,,,,,,,,,,"A weakening complex of thunderstorms moved into portions of northern Indiana and southern Lower Michigan. The thunderstorms were not able to mix down the stronger winds aloft as they moved through. However, a wake low behind the complex, in the somewhat cooler air, was able to mix down winds generally in the 30 to 40 mph range. While isolated reports of tree limbs down were received, damage across portions of Branch county was a bit more widespread.","Emergency management officials reported trees and power lines down in roughly 15 locations across the county. Damage is estimated at around $25,000.",2011,6
708,201106,9,0,201106,9,0,54137,324702,MICHIGAN,2011,Thunderstorm Wind,C,17,BAY,DTX,09-JUN-11 00:00:00,EST-5,09-JUN-11 00:00:00,0,0,0,0,0.00K,0.00K,Broadcast Media,56.0,EG,,,,,,,,,,0.0,N,BAY CITY,0.0,N,BAY CITY,43.6,-83.88,43.6,-83.88,"A cold front moving through around Midnight produced numerous severe thunderstorms across southeast Michigan, with a measured wind gust of 76 mph recorded in Flint.",Large tree limbs and wires were reported down.,2011,6
709,201106,9,8,201106,9,8,54137,324720,MICHIGAN,2011,Thunderstorm Wind,C,157,TUSCOLA,DTX,09-JUN-11 00:08:00,EST-5,09-JUN-11 00:08:00,0,0,0,0,5.00K,0.00K,NWS Storm Survey,61.0,EG,,,,,,,,,,1.0,E,QUANICASSEE,1.0,E,QUANICASSEE,43.58,-83.66,43.58,-83.66,"A cold front moving through around Midnight produced numerous severe thunderstorms across southeast Michigan, with a measured wind gust of 76 mph recorded in Flint.",Trees and large tree limbs blown down.,2011,6
710,201106,9,10,201106,9,10,54137,324724,MICHIGAN,2011,Thunderstorm Wind,C,157,TUSCOLA,DTX,09-JUN-11 00:10:00,EST-5,09-JUN-11 00:10:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,56.0,EG,,,,,,,,,,0.0,N,UNIONVILLE,0.0,N,UNIONVILLE,43.65,-83.47,43.65,-83.47,"A cold front moving through around Midnight produced numerous severe thunderstorms across southeast Michigan, with a measured wind gust of 76 mph recorded in Flint.",A few trees and tree limbs were blown down.,2011,6
711,201106,9,11,201106,9,11,54137,324757,MICHIGAN,2011,Thunderstorm Wind,C,63,HURON,DTX,09-JUN-11 00:11:00,EST-5,09-JUN-11 00:11:00,0,0,0,0,5.00K,0.00K,NWS Storm Survey,56.0,EG,,,,,,,,,,5.0,W,BAY PORT,5.0,W,BAY PORT,43.84,-83.47,43.84,-83.47,"A cold front moving through around Midnight produced numerous severe thunderstorms across southeast Michigan, with a measured wind gust of 76 mph recorded in Flint.",Numerous trees and tree limbs blown down.,2011,6
712,201106,9,37,201106,9,37,54137,324759,MICHIGAN,2011,Thunderstorm Wind,C,63,HURON,DTX,09-JUN-11 00:37:00,EST-5,09-JUN-11 00:37:00,0,0,0,0,0.00K,0.00K,Trained Spotter,54.0,EG,,,,,,,,,,41.0,ENE,APLIN BEACH,41.0,ENE,APLIN BEACH,43.8,-83.0,43.8,-83.0,"A cold front moving through around Midnight produced numerous severe thunderstorms across southeast Michigan, with a measured wind gust of 76 mph recorded in Flint.",A few large tree limbs were blown down.,2011,6
