,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
1,199901,2,700,199901,2,2359,1500622,5683477,MICHIGAN,1999,Blizzard,Z,43,OCEANA,GRR,02-JAN-99 07:00:00,EST,02-JAN-99 23:59:00,0,0,0,0,,,NWS STORM SURVEY,,,,,,,,,,,,,,,,,,,,,,"Blizzard conditions developed across lower Michigan the morning of January 2nd, and continued through the afternoon, out ahead of an intensifying low pressure area over the western Tennessee Valley.   East to southeast winds ahead of the system increased through the morning hours, and by noon winds had gusted up to 65 mph in Muskegon in Muskegon County.  Wind gusts of 45 to 60 mph were common across all of southern lower Michigan through the afternoon hours, causing blowing and drifting snow and whiteout conditions at times.       By the late evening hours of the 2nd, 6 to 12 inches of snow had already fallen across all of southwest and west central lower Michigan.",,1999,1
87,199901,2,700,199901,2,2359,1500622,5683476,MICHIGAN,1999,Blizzard,Z,44,NEWAYGO,GRR,02-JAN-99 07:00:00,EST,02-JAN-99 23:59:00,0,0,0,0,,,NWS STORM SURVEY,,,,,,,,,,,,,,,,,,,,,,"Blizzard conditions developed across lower Michigan the morning of January 2nd, and continued through the afternoon, out ahead of an intensifying low pressure area over the western Tennessee Valley.   East to southeast winds ahead of the system increased through the morning hours, and by noon winds had gusted up to 65 mph in Muskegon in Muskegon County.  Wind gusts of 45 to 60 mph were common across all of southern lower Michigan through the afternoon hours, causing blowing and drifting snow and whiteout conditions at times.       By the late evening hours of the 2nd, 6 to 12 inches of snow had already fallen across all of southwest and west central lower Michigan.",,1999,1
316,199907,23,1722,199907,23,1722,2410934,5708643,MICHIGAN,1999,Thunderstorm Wind,C,107,MECOSTA,GRR,23-JUL-99 17:22:00,EST,23-JUL-99 17:22:00,0,0,0,0,10K,,NWS STORM SURVEY,53.0,,,,,,,,,,,,,MORLEY,,,MORLEY,43.48,-85.45,43.48,-85.45,"A trough of low pressure triggered the development of numerous rounds of strong to severe thunderstorms across southwest Michigan through the day.  Many of the thunderstorms produced gusty winds of 50 to 60 mph that downed numerous trees and power lines.  There were also 2 reports of brief tornado touchdowns, both of which were very weak.  One tornado touched down in a rurar area of Mt. Pleasant in Isabella county, but produced no damage.  Another brief touchdown was reported during the early evening hours in Tustin, in Osceola county.  It was also very weak, but did produce minor damage to one home.  There was also one report of 3/4"" hail in Eaton Rapids, in Eaton county.",Several trees were downed in Morley.,1999,7
317,199907,23,1140,199907,23,1140,2410934,5708636,MICHIGAN,1999,Thunderstorm Wind,C,107,MECOSTA,GRR,23-JUL-99 11:40:00,EST,23-JUL-99 11:40:00,0,0,0,0,10K,,NWS STORM SURVEY,53.0,,,,,,,,,,,,,RUSTFORD,,,RUSTFORD,43.5,-85.33,43.5,-85.33,"A trough of low pressure triggered the development of numerous rounds of strong to severe thunderstorms across southwest Michigan through the day.  Many of the thunderstorms produced gusty winds of 50 to 60 mph that downed numerous trees and power lines.  There were also 2 reports of brief tornado touchdowns, both of which were very weak.  One tornado touched down in a rurar area of Mt. Pleasant in Isabella county, but produced no damage.  Another brief touchdown was reported during the early evening hours in Tustin, in Osceola county.  It was also very weak, but did produce minor damage to one home.  There was also one report of 3/4"" hail in Eaton Rapids, in Eaton county.",Trees were downed in Rustford.,1999,7
318,199907,23,1045,199907,23,1045,2410934,5708635,MICHIGAN,1999,Thunderstorm Wind,C,85,LAKE,GRR,23-JUL-99 10:45:00,EST,23-JUL-99 10:45:00,0,0,0,0,10K,,NWS STORM SURVEY,53.0,,,,,,,,,,,,,IRONS,,,IRONS,44.13,-85.92,44.13,-85.92,"A trough of low pressure triggered the development of numerous rounds of strong to severe thunderstorms across southwest Michigan through the day.  Many of the thunderstorms produced gusty winds of 50 to 60 mph that downed numerous trees and power lines.  There were also 2 reports of brief tornado touchdowns, both of which were very weak.  One tornado touched down in a rurar area of Mt. Pleasant in Isabella county, but produced no damage.  Another brief touchdown was reported during the early evening hours in Tustin, in Osceola county.  It was also very weak, but did produce minor damage to one home.  There was also one report of 3/4"" hail in Eaton Rapids, in Eaton county.",Trees were downed in Irons.,1999,7
320,199907,23,1345,199907,23,1345,2410934,5708641,MICHIGAN,1999,Hail,C,45,EATON,GRR,23-JUL-99 13:45:00,EST,23-JUL-99 13:45:00,0,0,0,0,,,NWS STORM SURVEY,0.75,,,,,,,,,,,,,EATON RAPIDS,,,EATON RAPIDS,42.52,-84.65,42.52,-84.65,"A trough of low pressure triggered the development of numerous rounds of strong to severe thunderstorms across southwest Michigan through the day.  Many of the thunderstorms produced gusty winds of 50 to 60 mph that downed numerous trees and power lines.  There were also 2 reports of brief tornado touchdowns, both of which were very weak.  One tornado touched down in a rurar area of Mt. Pleasant in Isabella county, but produced no damage.  Another brief touchdown was reported during the early evening hours in Tustin, in Osceola county.  It was also very weak, but did produce minor damage to one home.  There was also one report of 3/4"" hail in Eaton Rapids, in Eaton county.","3/4"" diameter hail was observed in Eaton Rapids.",1999,7
385,199912,27,2100,199912,28,900,2413142,5720983,MICHIGAN,1999,Heavy Snow,Z,26,GRAND TRAVERSE,APX,27-DEC-99 21:00:00,EST,28-DEC-99 09:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,Arctic air moving over the Great Lakes produced lake effect snow over northwest lower Michigan.  The heaviest snow fell around Traverse City and portions of eastern Manistee county.  These locations received up to 6 inches of snow.,,1999,2
390,199912,27,2100,199912,28,900,2413142,5720984,MICHIGAN,1999,Heavy Snow,Z,31,MANISTEE,APX,27-DEC-99 21:00:00,EST,28-DEC-99 09:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,Arctic air moving over the Great Lakes produced lake effect snow over northwest lower Michigan.  The heaviest snow fell around Traverse City and portions of eastern Manistee county.  These locations received up to 6 inches of snow.,,1999,2
1133,199907,23,958,199907,23,958,2408532,5700791,MICHIGAN,1999,Thunderstorm Wind,C,101,MANISTEE,APX,23-JUL-99 09:58:00,EST,23-JUL-99 09:58:00,0,0,0,0,,,TRAINED SPOTTER,50.0,,,,,,,,,,,,,MANISTEE,,,MANISTEE,44.25,-86.32,44.25,-86.32,A squall line strengthened over Lake Michigan and moved across northwest and north central lower Michigan.  There were numerous severe wind gusts associated with this line of storms.,Several trees down in and around the City of Manistee,1999,7
1143,199907,23,1022,199907,23,1022,2408532,5700792,MICHIGAN,1999,Thunderstorm Wind,C,101,MANISTEE,APX,23-JUL-99 10:22:00,EST,23-JUL-99 10:22:00,0,0,0,0,,,TRAINED SPOTTER,50.0,,,,,,,,,,,,,WELLSTON,,,WELLSTON,44.22,-85.95,44.22,-85.95,A squall line strengthened over Lake Michigan and moved across northwest and north central lower Michigan.  There were numerous severe wind gusts associated with this line of storms.,,1999,7
1145,199907,23,1204,199907,23,1204,2408532,5700795,MICHIGAN,1999,Thunderstorm Wind,C,143,ROSCOMMON,APX,23-JUL-99 12:04:00,EST,23-JUL-99 12:04:00,0,0,0,0,,,LAW ENFORCEMENT,50.0,,,,,,,,,,,,,HIGGINS LAKE,,,HIGGINS LAKE,44.42,-84.7,44.42,-84.7,A squall line strengthened over Lake Michigan and moved across northwest and north central lower Michigan.  There were numerous severe wind gusts associated with this line of storms.,Several trees and power lines down.,1999,7
1216,199907,23,1125,199907,23,1125,2408532,5700796,MICHIGAN,1999,Thunderstorm Wind,C,165,WEXFORD,APX,23-JUL-99 11:25:00,EST,23-JUL-99 11:25:00,0,0,0,0,,,TRAINED SPOTTER,50.0,,,,,,,,,,,,,CADILLAC,,,CADILLAC,44.25,-85.4,44.25,-85.4,A squall line strengthened over Lake Michigan and moved across northwest and north central lower Michigan.  There were numerous severe wind gusts associated with this line of storms.,Trees down .,1999,7
1326,199902,11,1200,199902,11,2000,1501125,5684697,MICHIGAN,1999,Heat,Z,68,LIVINGSTON,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,,,OFFICIAL NWS OBS.,,,,,,,,,,,,,,,,,,,,,,"High pressure was located over the southeast United States, while a potent low pressure system was located in the upper Mississippi Valley.  In between, strong southwest winds brought unusually warm air into the Great Lakes.  This resulted in the warmest February day in southeast Michigan history.In Detroit, the temperature rose to 70 degrees.  This broke the all-time February record in Detroit (old record was 68 degrees on Feb 26, 1944), and was the earliest 70-degree day in Detroit history by almost a full month.In Flint, the high for the day was 68 degrees.  This was not only the warmest February day in Flint history, but it smashed the old record by 5 degrees (63 degrees on Feb 23, 1984).  Even more remarkable was that the 68 degrees obliterated the old record for February 11th by an astonishing 26 degrees!",,1999,2
1327,199902,11,1200,199902,11,2000,1501125,5684698,MICHIGAN,1999,Heat,Z,69,OAKLAND,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,,,OFFICIAL NWS OBS.,,,,,,,,,,,,,,,,,,,,,,"High pressure was located over the southeast United States, while a potent low pressure system was located in the upper Mississippi Valley.  In between, strong southwest winds brought unusually warm air into the Great Lakes.  This resulted in the warmest February day in southeast Michigan history.In Detroit, the temperature rose to 70 degrees.  This broke the all-time February record in Detroit (old record was 68 degrees on Feb 26, 1944), and was the earliest 70-degree day in Detroit history by almost a full month.In Flint, the high for the day was 68 degrees.  This was not only the warmest February day in Flint history, but it smashed the old record by 5 degrees (63 degrees on Feb 23, 1984).  Even more remarkable was that the 68 degrees obliterated the old record for February 11th by an astonishing 26 degrees!",,1999,2
1503,199901,4,0,199901,4,2000,1501962,5683584,MICHIGAN,1999,Winter Weather,Z,59,CLINTON,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,,,NWS STORM SURVEY,,,,,,,,,,,,,,,,,,,,,,"Widely scattered lake effect snow showers continued through the day, accompanied by continued blowing and drifting of snow.  However, snow was not nearly as heavy as on the 2nd and 3rd, and most of the heavy snow on the 4th occurred across the lakeshore counties.     Overall, this winter storm ended up being one of the strongest to affect western lower Michigan in 2 decades, and came to be known as the ""Blizzard of '99"".      Several areas of low pressure began to consolidate just to the northwest of Amarillo, Texas, on the morning of January 1st.  By the early morning hours of January 2nd, the low had intensified and moved to the western Tennessee Valley   Snow and very strong east to southeast winds preceded the system across lower Michigan.  A deep upper level trough was carved out over the nations mid section, and an upper level low was centered over the Plains states.     All of southern lower Michigan was affected by blizzard conditions at times on January 2nd.  Snow began in the morning and continued through the afternoon, making travel difficult to impossible.  Wind gusts of 45 to as high as 65 mph in Muskegon (Muskegon County) produced sporadic power outages, mainly along the lakeshore, and occasional whiteout conditions.       By the evening hours of  the 2nd, 6 to 12 inches of snow had already fallen across southwest and west central lower Michigan, with both Van Buren and Kalamazoo counties reporting up to a foot of new snow by 10 pm.       The surface low pressure system continued to intensify and move to the north northeast over Indiana, and on up into Michigan, and was centered near Gaylord, in northern lower Michigan, by the morning of the 3rd.  The upper level low deepened as well, and drifted very slowly to the east over Wisconsin.  Thus began the second phase of the snowstorm across western lower Michigan, marked by bands of heavy lake effect snow, and continued blowing and drifting.  The snow continued through the 3rd and 4th, and even lingered into the early morning hours of the 5th before finally tapering to flurries.         Travel through the period ranged from difficult to impossible, due to all the blowing and drifting of snow, and occasional whiteout conditions.  Some snow drifts measured to 5 to 6 feet in open rural areas.  Roads became impassable and many highways and rural roads were closed through the 4th.  There were several car accidents through the period.  Most schools were closed, some for over a week in rural areas.  Most colleges and universities, as well as quite a few area businesses, were closed on the 4th and 5th as well.  The following is a list of final snow storm total snowfalls for the 2nd through the 5th:35 inches in Grand Haven (Ottawa County), 28 inches in Holland (Allegan County), 25 inches in Bloomingdale (Van Buren County), 25 inches in Glenn (Allegan County), 24 inches at the Kalamazoo Nature Center (Kalamazoo County), 23 inches in Grandville (Kent County), 22 inches in Grand Rapids (Kent County), 22 inches in Wayland (Allegan County), 19 inches in Hastings (Barry County), 18 inches in Sparta (Kent County), 18 inches at Gull Lake (Kalamazoo County), 16 inches at Watervliet (Van Buren County), 16 inches in Jackson (Jackson County), 16 inches in Ionia (Ionia County), 16 inches in Newaygo (Newaygo County), 16 inches at Hesperia (Oceana/Newaygo County), 16 inches in Ludington (Mason County), 14 inches at the Kalamazoo/Battle Creek International Airport (Kalamazoo County), 14 inches in Big Rapids (Mecosta County),  14 inches across Osceola County, 13 inches in St. Johns (Clinton County), 13 inches in Battle Creek (Calhoun County), 13 inches in Pentwater (Oceana County), 13 inches across Lake County, 12 inches in Eaton Rapids (Eaton County), 12 inches in Lansing (Ingham County), 12 inches in Vestaburg (Montcalm/Gratiot County), and 12 inches across Clare and Isabella Counties.",,1999,1
