,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
72,201011,26,500,201011,27,300,46384,268911,MICHIGAN,2010,Lake-Effect Snow,Z,17,CHEBOYGAN,APX,11/26/2010 5:00,EST-5,11/27/2010 3:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Cold air entered the Great Lakes region on west-southwest winds.  This resulted in locally heavy lake effect snow on the 26th in parts of far Northern Lower Michigan.  Areas from Alanson and Burt Lake, eastward to Black Lake, picked up 6 to 8 inches of snow by mid-afternoon.  Gusty winds resulted in some blowing and drifting of the new snow.",,2010,1
115,201011,22,1400,201011,23,1600,46151,267531,MICHIGAN,2010,Winter Weather,Z,9,GOGEBIC,MQT,11/22/2010 14:00,CST-6,11/23/2010 16:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving from the Lower Midwest into the Upper Great Lakes produced widespread moderate snow from the 22nd into the 23th.,Total snowfall amounts ending late afternoon on the 23rd included 8 inches at Bessemer and 7 inches near Wakefield.,2010,1
116,201011,22,1500,201011,23,700,46151,267532,MICHIGAN,2010,Winter Weather,Z,2,ONTONAGON,MQT,11/22/2010 15:00,EST-5,11/23/2010 7:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving from the Lower Midwest into the Upper Great Lakes produced widespread moderate snow from the 22nd into the 23th.,Observers measured 4 to 6 inches of total snowfall throughout much of Ontonagon County.,2010,1
117,201011,22,1700,201011,23,730,46151,267534,MICHIGAN,2010,Winter Weather,Z,4,BARAGA,MQT,11/22/2010 17:00,EST-5,11/23/2010 7:30,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving from the Lower Midwest into the Upper Great Lakes produced widespread moderate snow from the 22nd into the 23th.,The observer at Herman measured a storm total of four inches of snow.,2010,1
118,201011,22,1600,201011,23,800,46151,267535,MICHIGAN,2010,Winter Weather,Z,3,NORTHERN HOUGHTON,MQT,11/22/2010 16:00,EST-5,11/23/2010 8:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving from the Lower Midwest into the Upper Great Lakes produced widespread moderate snow from the 22nd into the 23th.,Observers throughout northern Houghton County measured four to seven inches of storm total snowfall.,2010,1
119,201011,24,1800,201011,25,630,46173,267644,MICHIGAN,2010,Winter Weather,Z,2,ONTONAGON,MQT,11/24/2010 18:00,EST-5,11/25/2010 6:30,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving from the Northern Plains into northwest Ontario produced three to five inches of snow over portions of northwest Upper Michigan from the evening of the 24th into the morning of the 25th.,The observer four miles east of Silver City measured five inches of snow in 12 hours.,2010,1
120,201011,24,2100,201011,25,700,46173,267646,MICHIGAN,2010,Winter Weather,Z,1,KEWEENAW,MQT,11/24/2010 21:00,EST-5,11/25/2010 7:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving from the Northern Plains into northwest Ontario produced three to five inches of snow over portions of northwest Upper Michigan from the evening of the 24th into the morning of the 25th.,The observer near Ahmeek measured 4.3 inches of snow in less than 12 hours.,2010,1
646,201011,24,2100,201011,25,700,46173,267649,MICHIGAN,2010,Winter Weather,Z,3,NORTHERN HOUGHTON,MQT,11/24/2010 21:00,EST-5,11/25/2010 7:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A low pressure system moving from the Northern Plains into northwest Ontario produced three to five inches of snow over portions of northwest Upper Michigan from the evening of the 24th into the morning of the 25th.,Observers near Calumet and Twin Lakes measured nearly four inches of snow in less than 12 hours.,2010,1
647,201011,19,745,201011,20,835,46177,267674,MICHIGAN,2010,Winter Weather,Z,7,LUCE,MQT,11/19/2010 7:45,EST-5,11/20/2010 8:35,0,0,0,1,2.50K,0.00K,Newspaper,,,,,,,,,,,,,,,,,,,,,,Snow-covered roads were blamed in a fatal accident which occurred in Luce County on the morning of the 19th.  A band of moderate snow moved through the area at the time of the accident.,"Snow-covered roads were blamed on a fatal accident which occurred on Highway M-117, south of County Road 458 in Pentland Township.  A band of moderate snow moved through the area around the time of the accident.  A 1996 Chevy pickup truck slid off the snow-covered road and struck a large tree on the driver's side door.  The 38-year-old female driver was killed from injuries sustained in the crash.",2010,1
670,201011,26,500,201011,27,300,46384,268910,MICHIGAN,2010,Lake-Effect Snow,Z,16,EMMET,APX,11/26/2010 5:00,EST-5,11/27/2010 3:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Cold air entered the Great Lakes region on west-southwest winds.  This resulted in locally heavy lake effect snow on the 26th in parts of far Northern Lower Michigan.  Areas from Alanson and Burt Lake, eastward to Black Lake, picked up 6 to 8 inches of snow by mid-afternoon.  Gusty winds resulted in some blowing and drifting of the new snow.",,2010,1
