,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
7,200308,26,215,200308,26,215,1160726,5377780,MICHIGAN,2003,Thunderstorm Wind,C,71,IRON,MQT,26-AUG-03 02:15:00,CST,26-AUG-03 02:15:00,0,0,0,0,,,TRAINED SPOTTER,65.0,EG,,,,,,,,,,6.0,W,CRYSTAL FALLS,6.0,W,CRYSTAL FALLS,46.1,-88.47,46.1,-88.47,An approaching cold front on August 26 triggered early morning showers and thunderstorms. One line of thunderstorms moving southeast from Ironwood all the way to northern Lake Michigan caused gusty winds in excess of 60 mph that felled numerous large trees.,Numerous trees were knocked down.,2003,8
8,200308,26,235,200308,26,235,1160726,5377781,MICHIGAN,2003,Thunderstorm Wind,C,43,DICKINSON,MQT,26-AUG-03 02:35:00,CST,26-AUG-03 02:35:00,0,0,0,0,,,DEPT OF HIGHWAYS,65.0,EG,,,,,,,,,,3.0,E,RANDVILLE,3.0,E,RANDVILLE,45.98,-87.98,45.98,-87.98,An approaching cold front on August 26 triggered early morning showers and thunderstorms. One line of thunderstorms moving southeast from Ironwood all the way to northern Lake Michigan caused gusty winds in excess of 60 mph that felled numerous large trees.,"A 12-inch diameter tree was uprooted,",2003,8
9,200308,26,250,200308,26,250,1160726,5377782,MICHIGAN,2003,Thunderstorm Wind,C,43,DICKINSON,MQT,26-AUG-03 02:50:00,CST,26-AUG-03 02:50:00,0,0,0,0,,,DEPT OF HIGHWAYS,65.0,EG,,,,,,,,,,6.0,S,FOSTER CITY,6.0,S,FOSTER CITY,45.88,-87.75,45.88,-87.75,An approaching cold front on August 26 triggered early morning showers and thunderstorms. One line of thunderstorms moving southeast from Ironwood all the way to northern Lake Michigan caused gusty winds in excess of 60 mph that felled numerous large trees.,Trees as large as 14 inches in diameter were blown down.,2003,8
10,200308,26,308,200308,26,308,1160726,5377783,MICHIGAN,2003,Thunderstorm Wind,C,109,MENOMINEE,MQT,26-AUG-03 03:08:00,CST,26-AUG-03 03:08:00,0,0,0,0,,,TRAINED SPOTTER,60.0,EG,,,,,,,,,,,,HARRIS,,,HARRIS,45.7,-87.35,45.7,-87.35,An approaching cold front on August 26 triggered early morning showers and thunderstorms. One line of thunderstorms moving southeast from Ironwood all the way to northern Lake Michigan caused gusty winds in excess of 60 mph that felled numerous large trees.,Several trees were blown down.,2003,8
11,200308,26,418,200308,26,418,1160726,5377784,MICHIGAN,2003,Thunderstorm Wind,C,41,DELTA,MQT,26-AUG-03 04:18:00,EST,26-AUG-03 04:18:00,0,0,0,0,,,"AWOS,ASOS,MESONET,ETC",57.0,MG,,,,,,,,,,,,BARK RIVER,,,BARK RIVER,45.72,-87.3,45.72,-87.3,An approaching cold front on August 26 triggered early morning showers and thunderstorms. One line of thunderstorms moving southeast from Ironwood all the way to northern Lake Michigan caused gusty winds in excess of 60 mph that felled numerous large trees.,A 66 mph wind gust was recorded.,2003,8
18,200308,26,445,200308,26,445,1160726,5377785,MICHIGAN,2003,Thunderstorm Wind,C,41,DELTA,MQT,26-AUG-03 04:45:00,EST,26-AUG-03 04:45:00,0,0,0,0,,,PARK/FOREST SERVICE,65.0,EG,,,,,,,,,,8.0,SW,GARDEN,8.0,SW,GARDEN,45.7,-86.67,45.7,-86.67,An approaching cold front on August 26 triggered early morning showers and thunderstorms. One line of thunderstorms moving southeast from Ironwood all the way to northern Lake Michigan caused gusty winds in excess of 60 mph that felled numerous large trees.,Numerous eight-inch diameter trees were broken off.,2003,8
19,200308,26,135,200308,26,135,1160726,5377779,MICHIGAN,2003,Thunderstorm Wind,C,53,GOGEBIC,MQT,26-AUG-03 01:35:00,CST,26-AUG-03 01:35:00,0,0,0,0,,,LAW ENFORCEMENT,60.0,EG,,,,,,,,,,8.0,W,WATERSMEET,8.0,W,WATERSMEET,46.27,-89.35,46.27,-89.35,An approaching cold front on August 26 triggered early morning showers and thunderstorms. One line of thunderstorms moving southeast from Ironwood all the way to northern Lake Michigan caused gusty winds in excess of 60 mph that felled numerous large trees.,A 12-inch diameter tree was blown down.,2003,8
100,200307,4,1630,200307,4,1730,1158234,5379317,MICHIGAN,2003,Flash Flood,C,69,IOSCO,APX,04-JUL-03 16:30:00,EST,04-JUL-03 17:30:00,0,0,0,0,3K,,NEWSPAPER,,,,,,,,,,,,,,OSCODA,,,OSCODA,,,,,"Thunderstorms developed in northern Lower Michigan, and intensified as they reached the Lake Huron shoreline.","Widespread street flooding occurred, with over six inches of water covering streets in the business district.  Some basements also flooded.",2003,7
170,200307,3,1705,200307,3,1705,1158232,5379304,MICHIGAN,2003,Hail,C,1,ALCONA,APX,03-JUL-03 17:05:00,EST,03-JUL-03 17:05:00,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,3.0,W,HARRISVILLE,3.0,W,HARRISVILLE,44.67,-83.35,44.67,-83.35,A large area of thunderstorms moved across northern Michigan during the afternoon.  The most intense storms were on the southern edge of the thunderstorm complex.,,2003,7
171,200307,3,1705,200307,3,1705,1158232,5379305,MICHIGAN,2003,Thunderstorm Wind,C,1,ALCONA,APX,03-JUL-03 17:05:00,EST,03-JUL-03 17:05:00,0,0,0,0,,,TRAINED SPOTTER,50.0,EG,,,,,,,,,,3.0,W,HARRISVILLE,3.0,W,HARRISVILLE,44.67,-83.35,44.67,-83.35,A large area of thunderstorms moved across northern Michigan during the afternoon.  The most intense storms were on the southern edge of the thunderstorm complex.,Numerous tree limbs downed.,2003,7
172,200307,3,1510,200307,3,1510,1158232,5379306,MICHIGAN,2003,Thunderstorm Wind,C,119,MONTMORENCY,APX,03-JUL-03 15:10:00,EST,03-JUL-03 15:10:00,0,0,0,0,,,TRAINED SPOTTER,55.0,EG,,,,,,,,,,12.0,E,LEWISTON,12.0,E,LEWISTON,44.88,-84.07,44.88,-84.07,A large area of thunderstorms moved across northern Michigan during the afternoon.  The most intense storms were on the southern edge of the thunderstorm complex.,Numerous trees and limbs downed on County Road 612 just west of M-33.,2003,7
173,200307,21,30,200307,21,30,1158678,5378692,MICHIGAN,2003,Hail,C,15,BARRY,GRR,21-JUL-03 00:30:00,EST,21-JUL-03 00:30:00,0,0,0,0,40K,20K,NWS STORM SURVEY,1.5,,,,,,,,,,,,,WOODLAND,,,WOODLAND,42.73,-85.13,42.73,-85.13,"A F1 tornado struck Calhoun county between 1:15 and 1:30 p.m. E.S.T. on July 20th, 2003. The tornado first touched down just west of Wattles road on Crosby road on the southeast side of Battle Creek. Several trees were uprooted or broken off. The tornado lifted for several miles but touched down again near Twelve Mile road and A Drive south. It stayed on the ground for approximately three miles and intensified, causing a garage to be torn from a house and an older farm house to be rotated and pushed off it's foundation. Three outbuildings and a barn were also destroyed. Some shingle damage was also noted to other houses in the area. Hundreds of trees were uprooted or broken off. The tornado path was eight miles long from where it first touched down to where it lifted for the last time. The tornado width was nearly one half mile wide where the most severe damage occurred. It was rated as a F1 on the Fujita scale, with wind speeds of 90 to 100 m.p.h. A tornado warning was issued by the National Weather Service in Grand Rapids at 12:54 p.m. EST.",One and one half inch diameter hail was reported with a severe thunderstorm in Woodland.,2003,7
