,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,EPISODE_NARRATIVE,Year,Month
63,200812,1,0,200812,1,2100,24198,140930,MICHIGAN,2008,Heavy Snow,Z,21,ANTRIM,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,NWS Employee,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
64,200812,1,0,200812,1,2100,24198,140931,MICHIGAN,2008,Heavy Snow,Z,24,ALPENA,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,Official NWS Observations,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
65,200812,1,0,200812,1,2100,24198,140932,MICHIGAN,2008,Heavy Snow,Z,8,CHIPPEWA,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,COOP Observer,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
244,200812,1,0,200812,1,2100,24198,140933,MICHIGAN,2008,Heavy Snow,Z,15,MACKINAC,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,Broadcast Media,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
245,200812,4,1200,200812,5,800,24307,141377,MICHIGAN,2008,Lake-Effect Snow,Z,8,CHIPPEWA,APX,04-DEC-08 12:00:00,EST-5,05-DEC-08 08:00:00,0,0,0,0,COOP Observer,"Westerly winds behind a departing low pressure system kicked up locally heavy lake effect snow.  In Eastern Upper Michigan, the Paradise and Tahquamenon Falls area picked up around 10 inches of snow during the afternoon and night of the 4th.  Very heavy snow impacted parts of Northern Lower Michigan, with isolated snowfall rates of 4 to 5 inches per hour at times on the evening of the 4th, just west of Gaylord.  Places from Gaylord to Alba had between 10 and 15 inches of new snow my morning on the 5th.  A bit to the north, places just south of Indian River also picked up just over a foot of snow.",2008,2
316,200812,1,0,200812,1,2100,24198,140921,MICHIGAN,2008,Heavy Snow,Z,27,KALKASKA,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,COOP Observer,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
317,200812,1,0,200812,1,2100,24198,140922,MICHIGAN,2008,Heavy Snow,Z,18,PRESQUE ISLE,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,Public,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
318,200812,1,0,200812,1,2100,24198,140923,MICHIGAN,2008,Heavy Snow,Z,22,OTSEGO,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,Official NWS Observations,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
319,200812,1,0,200812,1,2100,24198,140924,MICHIGAN,2008,Heavy Snow,Z,23,MONTMORENCY,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,Trained Spotter,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
320,200812,1,0,200812,1,2100,24198,140925,MICHIGAN,2008,Heavy Snow,Z,28,CRAWFORD,APX,01-DEC-08 00:00:00,EST-5,01-DEC-08 21:00:00,0,0,0,0,Department of Highways,"A strong low pressure system moved from the Central Plains into the Great Lakes region.  Snow developed out of this system late in the day on November 30th, and continued through a good part of December 1st.  Snowfall totals of around a foot were common in a band arcing from just west of Traverse City, northeastward into Eastern Upper Michigan.  Trout Lake picked up 17 inches of snow, East Jordan had around 15 inches, and Interlochen right around a foot.",2008,2
