,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,EPISODE_NARRATIVE,Year,Month
307,201409,4,1148,201409,4,1148,90305,542358,MICHIGAN,2014,Lightning,C,109,MENOMINEE,MQT,04-SEP-14 11:48:00,CST-6,04-SEP-14 11:48:00,1,0,0,0,Trained Spotter,Frontal boundaries from a low pressure system tracking through northwest Ontario produced heavy rain and a few severe thunderstorms over south central Upper Michigan from the 4th into the early morning of the 5th.,2014,9
308,201409,4,1030,201409,4,1430,90305,542359,MICHIGAN,2014,Flash Flood,C,43,DICKINSON,MQT,04-SEP-14 10:30:00,CST-6,04-SEP-14 14:30:00,0,0,0,0,Law Enforcement,Frontal boundaries from a low pressure system tracking through northwest Ontario produced heavy rain and a few severe thunderstorms over south central Upper Michigan from the 4th into the early morning of the 5th.,2014,9
309,201409,4,1030,201409,4,1430,90305,542360,MICHIGAN,2014,Flash Flood,C,43,DICKINSON,MQT,04-SEP-14 10:30:00,CST-6,04-SEP-14 14:30:00,0,0,0,0,Emergency Manager,Frontal boundaries from a low pressure system tracking through northwest Ontario produced heavy rain and a few severe thunderstorms over south central Upper Michigan from the 4th into the early morning of the 5th.,2014,9
310,201409,5,35,201409,5,38,90305,542361,MICHIGAN,2014,Thunderstorm Wind,C,109,MENOMINEE,MQT,05-SEP-14 00:35:00,CST-6,05-SEP-14 00:38:00,0,0,0,0,Public,Frontal boundaries from a low pressure system tracking through northwest Ontario produced heavy rain and a few severe thunderstorms over south central Upper Michigan from the 4th into the early morning of the 5th.,2014,9
323,201409,4,600,201409,5,600,90305,542733,MICHIGAN,2014,Heavy Rain,C,109,MENOMINEE,MQT,04-SEP-14 06:00:00,CST-6,05-SEP-14 06:00:00,0,0,0,0,AWOS,Frontal boundaries from a low pressure system tracking through northwest Ontario produced heavy rain and a few severe thunderstorms over south central Upper Michigan from the 4th into the early morning of the 5th.,2014,9
324,201409,4,500,201409,5,500,90305,542734,MICHIGAN,2014,Heavy Rain,C,43,DICKINSON,MQT,04-SEP-14 05:00:00,CST-6,05-SEP-14 05:00:00,0,0,0,0,CoCoRaHS,Frontal boundaries from a low pressure system tracking through northwest Ontario produced heavy rain and a few severe thunderstorms over south central Upper Michigan from the 4th into the early morning of the 5th.,2014,9
325,201409,4,1120,201409,4,1124,90305,542738,MICHIGAN,2014,Thunderstorm Wind,C,109,MENOMINEE,MQT,04-SEP-14 11:20:00,CST-6,04-SEP-14 11:24:00,0,0,0,0,Public,Frontal boundaries from a low pressure system tracking through northwest Ontario produced heavy rain and a few severe thunderstorms over south central Upper Michigan from the 4th into the early morning of the 5th.,2014,9
358,201409,20,1807,201409,20,1807,89794,540319,MICHIGAN,2014,Hail,C,49,GENESEE,DTX,20-SEP-14 18:07:00,EST-5,20-SEP-14 18:07:00,0,0,0,0,Trained Spotter,"On the early evening of September 20, 2014, strong to severe thunderstorms formed ahead of a cold front crossing central lower Michigan. These storms raced eastward at 45 mph causing areas of damage across parts of the area.",2014,9
359,201409,20,1755,201409,20,1755,89794,540320,MICHIGAN,2014,Thunderstorm Wind,C,91,LENAWEE,DTX,20-SEP-14 17:55:00,EST-5,20-SEP-14 17:55:00,0,0,0,0,Law Enforcement,"On the early evening of September 20, 2014, strong to severe thunderstorms formed ahead of a cold front crossing central lower Michigan. These storms raced eastward at 45 mph causing areas of damage across parts of the area.",2014,9
360,201409,20,1706,201409,20,1706,89794,540321,MICHIGAN,2014,Thunderstorm Wind,C,145,SAGINAW,DTX,20-SEP-14 17:06:00,EST-5,20-SEP-14 17:06:00,0,0,0,0,Law Enforcement,"On the early evening of September 20, 2014, strong to severe thunderstorms formed ahead of a cold front crossing central lower Michigan. These storms raced eastward at 45 mph causing areas of damage across parts of the area.",2014,9
361,201409,20,1737,201409,20,1737,89794,540322,MICHIGAN,2014,Thunderstorm Wind,C,145,SAGINAW,DTX,20-SEP-14 17:37:00,EST-5,20-SEP-14 17:37:00,0,0,0,0,Law Enforcement,"On the early evening of September 20, 2014, strong to severe thunderstorms formed ahead of a cold front crossing central lower Michigan. These storms raced eastward at 45 mph causing areas of damage across parts of the area.",2014,9
362,201409,20,1834,201409,20,1834,89794,540323,MICHIGAN,2014,Thunderstorm Wind,C,163,WAYNE,DTX,20-SEP-14 18:34:00,EST-5,20-SEP-14 18:34:00,0,0,0,0,Public,"On the early evening of September 20, 2014, strong to severe thunderstorms formed ahead of a cold front crossing central lower Michigan. These storms raced eastward at 45 mph causing areas of damage across parts of the area.",2014,9
363,201409,20,1843,201409,20,1843,89794,540324,MICHIGAN,2014,Thunderstorm Wind,C,163,WAYNE,DTX,20-SEP-14 18:43:00,EST-5,20-SEP-14 18:43:00,0,0,0,0,Trained Spotter,"On the early evening of September 20, 2014, strong to severe thunderstorms formed ahead of a cold front crossing central lower Michigan. These storms raced eastward at 45 mph causing areas of damage across parts of the area.",2014,9
