,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,EPISODE_NARRATIVE,Year,Month
371,201601,25,1600,201601,26,1600,103072,615916,MICHIGAN,2016,Winter Weather,Z,9,GOGEBIC,MQT,25-JAN-16 16:00:00,CST-6,26-JAN-16 16:00:00,0,0,0,0,Social Media,Moderate snow and lake enhanced snow occurred over portions of west and central Upper Michigan from the evening of the 25th into the afternoon of the 26th.,2016,1
372,201601,25,2200,201601,26,1600,103072,615918,MICHIGAN,2016,Winter Weather,Z,5,MARQUETTE,MQT,25-JAN-16 22:00:00,EST-5,26-JAN-16 16:00:00,0,0,0,0,NWS Employee,Moderate snow and lake enhanced snow occurred over portions of west and central Upper Michigan from the evening of the 25th into the afternoon of the 26th.,2016,1
373,201601,25,2100,201601,26,900,103072,615919,MICHIGAN,2016,Winter Weather,Z,13,DELTA,MQT,25-JAN-16 21:00:00,EST-5,26-JAN-16 09:00:00,0,0,0,0,COOP Observer,Moderate snow and lake enhanced snow occurred over portions of west and central Upper Michigan from the evening of the 25th into the afternoon of the 26th.,2016,1
374,201601,16,800,201601,16,800,103071,615907,MICHIGAN,2016,Winter Weather,Z,2,ONTONAGON,MQT,16-JAN-16 08:00:00,EST-5,16-JAN-16 08:00:00,0,0,0,0,COOP Observer,An Arctic air mass combined with an upper disturbance moving across the region generated moderate to heavy lake effect snow over portions of west and north central Upper Michigan from the 16th into the 18th.,2016,1
375,201601,16,1000,201601,18,1000,103071,615913,MICHIGAN,2016,Lake-Effect Snow,Z,7,LUCE,MQT,16-JAN-16 10:00:00,EST-5,18-JAN-16 10:00:00,0,0,0,0,COOP Observer,An Arctic air mass combined with an upper disturbance moving across the region generated moderate to heavy lake effect snow over portions of west and north central Upper Michigan from the 16th into the 18th.,2016,1
376,201601,16,800,201601,18,1100,103071,615915,MICHIGAN,2016,Winter Weather,Z,1,KEWEENAW,MQT,16-JAN-16 08:00:00,EST-5,18-JAN-16 11:00:00,0,0,0,0,COOP Observer,An Arctic air mass combined with an upper disturbance moving across the region generated moderate to heavy lake effect snow over portions of west and north central Upper Michigan from the 16th into the 18th.,2016,1
377,201601,25,1800,201601,26,900,103072,615920,MICHIGAN,2016,Winter Weather,Z,12,MENOMINEE,MQT,25-JAN-16 18:00:00,CST-6,26-JAN-16 09:00:00,0,0,0,0,COOP Observer,Moderate snow and lake enhanced snow occurred over portions of west and central Upper Michigan from the evening of the 25th into the afternoon of the 26th.,2016,1
378,201601,25,2000,201601,26,800,103072,615921,MICHIGAN,2016,Winter Weather,Z,1,KEWEENAW,MQT,25-JAN-16 20:00:00,EST-5,26-JAN-16 08:00:00,0,0,0,0,COOP Observer,Moderate snow and lake enhanced snow occurred over portions of west and central Upper Michigan from the evening of the 25th into the afternoon of the 26th.,2016,1
681,201601,12,800,201601,12,1600,103290,617302,MICHIGAN,2016,Winter Storm,Z,31,MANISTEE,APX,12-JAN-16 08:00:00,EST-5,12-JAN-16 16:00:00,0,0,0,0,COOP Observer,"A clipper crossed central lower Michigan early on the 12th. Cold air and south winds  ahead of the clipper would result in lake effect snow bands staying largely offshore of northwest lower Michigan. However, as the clipper passes and winds veered to the northwest, heavy snow showers come onshore in parts of the region. Parts of Grand Traverse and Manistee Counties got the worst of it, with 6 to 8 inches of snow in the Traverse City area and in Brethren.",2016,1
682,201601,13,1000,201601,13,2300,103291,617303,MICHIGAN,2016,Lake-Effect Snow,Z,16,EMMET,APX,13-JAN-16 10:00:00,EST-5,13-JAN-16 23:00:00,0,0,0,0,Public,"West-southwest flow lake effect snow was heavy at times on the 13th, targeting far northern lower Michigan. Pellston topped out at 13 inches of new snow by evening.",2016,1
683,201601,13,1100,201601,13,2300,103291,617304,MICHIGAN,2016,Lake-Effect Snow,Z,19,CHARLEVOIX,APX,13-JAN-16 11:00:00,EST-5,13-JAN-16 23:00:00,0,0,0,0,Public,"West-southwest flow lake effect snow was heavy at times on the 13th, targeting far northern lower Michigan. Pellston topped out at 13 inches of new snow by evening.",2016,1
684,201601,13,1300,201601,13,2300,103291,617305,MICHIGAN,2016,Lake-Effect Snow,Z,17,CHEBOYGAN,APX,13-JAN-16 13:00:00,EST-5,13-JAN-16 23:00:00,0,0,0,0,Public,"West-southwest flow lake effect snow was heavy at times on the 13th, targeting far northern lower Michigan. Pellston topped out at 13 inches of new snow by evening.",2016,1
