,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,Year,Month
20,200111,24,2225,200111,24,2225,1124971,5274977,MICHIGAN,2001,Thunderstorm Wind,C,133,OSCEOLA,GRR,24-NOV-01 22:25:00,EST,24-NOV-01 22:25:00,0,0,0,0,2K,,NWS STORM SURVEY,53.0,E,,,,,,,,,,,,MARION,,,MARION,44.1,-85.15,44.1,-85.15,"An isolated severe thunderstorm blew down a tree 3 miles northeast of Big Rapids near Town Line Lake in Mecosta county. Another isolated severe thunderstorm developed just south of Marion (Osceola county), causing minor wind damage.",,2001,1
55,200112,27,0,200112,27,800,1125331,5274954,MICHIGAN,2001,Heavy Snow,Z,49,HURON,DTX,27-DEC-01 00:00:00,EST,27-DEC-01 08:00:00,0,0,0,0,,,DEPT OF HIGHWAYS,,,,,,,,,,,,,,,,,,,,,,"After a prolonged mild spell across the region, cold air moved into the Great Lakes region during the last week of December. This cold air over the relatively warm waters of the Great Lakes caused a week-long period of lake effect snow. While most of Southeast Michigan was blanketed by only 2 to 3 inches of snow, a portion of Huron County was harder hit. During the evening of the 26th, southwest winds allowed a band of heavy lake effect snow to develop over central Lake Huron and northern Saginaw Bay. Approximately around midnight, this band of heavy snow moved onshore in northwestern Huron County. The band remained nearly stationary along M-25 from Caseville to Port Austin until 8 am, when the band dissipated. Spotters and road crews reported 6 to 10 inches of snow had fallen by 8 am in this narrow portion of Huron County.",,2001,2
61,200111,24,2220,200111,24,2220,1124971,5274976,MICHIGAN,2001,Thunderstorm Wind,C,107,MECOSTA,GRR,24-NOV-01 22:20:00,EST,24-NOV-01 22:20:00,0,0,0,0,2K,,NWS STORM SURVEY,53.0,E,,,,,,,,,,,,BIG RAPIDS,,,BIG RAPIDS,43.7,-85.48,43.7,-85.48,"An isolated severe thunderstorm blew down a tree 3 miles northeast of Big Rapids near Town Line Lake in Mecosta county. Another isolated severe thunderstorm developed just south of Marion (Osceola county), causing minor wind damage.",,2001,1
154,200112,6,218,200112,6,430,1125548,5275536,MICHIGAN,2001,High Wind,Z,3,HOUGHTON,MQT,06-DEC-01 02:18:00,EST,06-DEC-01 04:30:00,0,0,0,0,,,"AWOS,ASOS,MESONET,ETC",57.0,M,,,,,,,,,,,,,,,,,,,,"The storm  that brought thunderstorms to Upper Michigan on the afternoon of the 5th also produced strong west winds across the Upper Peninsula later that night and early on the 6th. There were numerous reports of trees and branches blown down and power outages, especially over the exposed Keweenaw Peninsula. Storm force winds were reported on Lake Superior with the Stannard Rock lighthouse in south central Lake Superior reporting a gust to 72 knots.",The ASOS at KCMX reported a peak gust of 66 mph.,2001,2
183,200112,5,1441,200112,5,1441,1125547,5275532,MICHIGAN,2001,Hail,C,43,DICKINSON,MQT,05-DEC-01 14:41:00,CST,05-DEC-01 14:41:00,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,,,IRON MTN,,,IRON MTN,45.83,-88.05,45.83,-88.05,A storm system from the Plains moved into Minnesota on the afternoon of December 5. Strong southerly winds ahead of the low drew warm and very moist air into Upper Michigan. Rare December thunderstorms developed and produced 0.88 inch or larger hail over Iron and Dickinson counties.,Penny sized hail was reported.,2001,2
184,200112,5,1445,200112,5,1445,1125547,5275533,MICHIGAN,2001,Hail,C,43,DICKINSON,MQT,05-DEC-01 14:45:00,CST,05-DEC-01 14:45:00,0,0,0,0,,,TRAINED SPOTTER,0.88,,,,,,,,,,,,,GRANITE BLUFF,,,GRANITE BLUFF,45.95,-88.03,45.95,-88.03,A storm system from the Plains moved into Minnesota on the afternoon of December 5. Strong southerly winds ahead of the low drew warm and very moist air into Upper Michigan. Rare December thunderstorms developed and produced 0.88 inch or larger hail over Iron and Dickinson counties.,Nickle sized hail was reported.,2001,2
225,200112,6,232,200112,6,400,1125548,5275537,MICHIGAN,2001,High Wind,Z,1,KEWEENAW,MQT,06-DEC-01 02:32:00,EST,06-DEC-01 04:00:00,0,0,0,0,,,LAW ENFORCEMENT,55.0,E,,,,,,,,,,,,,,,,,,,,"The storm  that brought thunderstorms to Upper Michigan on the afternoon of the 5th also produced strong west winds across the Upper Peninsula later that night and early on the 6th. There were numerous reports of trees and branches blown down and power outages, especially over the exposed Keweenaw Peninsula. Storm force winds were reported on Lake Superior with the Stannard Rock lighthouse in south central Lake Superior reporting a gust to 72 knots.",A large spruce tree was blown down in Phoenix.,2001,2
465,200101,29,500,200101,29,1030,1110197,5228396,MICHIGAN,2001,Winter Weather,Z,82,LENAWEE,DTX,29-JAN-01 05:00:00,EST,29-JAN-01 10:30:00,0,0,0,0,,,NEWSPAPER,,,,,,,,,,,,,,,,,,,,,,"A strong low pressure system developed over the central plains, pushing warm air north toward the Great Lakes.  Freezing rain broke out across far southeast Michigan early in the morning, and accumulated up to two-tenths of an inch.  Hundreds of auto accidents occurred, and school closings were widespread across the area.  One poor woman in Monroe slid off a road and into a barn.  She sustained minor injuries, and was in an ambulance heading for a hospital, when the ambulance lost control on the ice and slid into a utility pole and another vehicle.  The woman was not seriously injured in either accident.Icy roads would be found the very next morning across all of southeast Michigan, as rain that would fall later on the 29th froze that night.  Many school districts had to close.  In the early morning hours of the 30th near Dexter, a large tanker fire truck rolled over on an icy road.  The quarter-million dollar vehicle was destroyed, and the three occupants were sent to the hospital with minor injuries.",,2001,1
610,200112,24,1300,200112,30,1600,1125549,5275545,MICHIGAN,2001,Heavy Snow,Z,6,ALGER,MQT,24-DEC-01 13:00:00,EST,30-DEC-01 16:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A storm organized in the central plains on 12/22 and headed towards Michigan's Upper Peninsula. A cold front associated with the storm moved through the U.P. during the early morning of 12/23. From 12/24 to 12/31, a prolonged lake effect snow event occurred with heavy amounts of snowfall reported each day in areas of the Lake Superior snowbelts. Snowfall amounts  were highly dependent on the prevailing wind direction which was north or northwest. Marquette set a daily snowfall record of 13.0 inches of snow on 12/24, Ironwood had 17.5 Inches of snow, Wakefield 11 inches, Marenisco 10 inches, Watersmeet 12.5 inches and Shingleton 10.2 inches.  On 12/25, Ironwood picked up another 14.5 inches of snow, Bessemer had 10 inches, Wakefield 12 inches and Rockland reported 21.1 inches of snow. Alger and Luce Counties also reported heavy snow with Two Heart reporting 9 inches of snow, Grand Marais 6 inches of snow, and a location just south of Munising saw 13.7 inches of snow. On 12/26, the lake effect snow let up slightly. Atlantic Mine reported 8-10 inches of snow and Wakefield reported 8 inches of snow. On 12/27, lake effect snow continued with Two Heart reporting 15 inches, Melstrand 13 inches, and Wakefield reported 12 inches. On 12/28, more lake effect snow fell. Rockland had 10.2 inches of new snow, Wakefield had 10 inches of new snow, Au Train 24 inches, and Melstrand 9.8 inches. On 12/29, heavy lake effect snow continued in places. NWS Marquette in Negaunee had 11.5 inches. On 12/30, lake effect snow diminished, but Munising received 7.0 more inches. Wakefield reported 72 inches of snow out of the lake effect snow event from 12/23-12/30. The lake effect snow showers finally came to an end over the eastern Upper Peninsula on 12/31.",,2001,2
710,200101,29,500,200101,29,1030,1110197,5228397,MICHIGAN,2001,Winter Weather,Z,83,MONROE,DTX,29-JAN-01 05:00:00,EST,29-JAN-01 10:30:00,0,0,0,0,,,NEWSPAPER,,,,,,,,,,,,,,,,,,,,,,"A strong low pressure system developed over the central plains, pushing warm air north toward the Great Lakes.  Freezing rain broke out across far southeast Michigan early in the morning, and accumulated up to two-tenths of an inch.  Hundreds of auto accidents occurred, and school closings were widespread across the area.  One poor woman in Monroe slid off a road and into a barn.  She sustained minor injuries, and was in an ambulance heading for a hospital, when the ambulance lost control on the ice and slid into a utility pole and another vehicle.  The woman was not seriously injured in either accident.Icy roads would be found the very next morning across all of southeast Michigan, as rain that would fall later on the 29th froze that night.  Many school districts had to close.  In the early morning hours of the 30th near Dexter, a large tanker fire truck rolled over on an icy road.  The quarter-million dollar vehicle was destroyed, and the three occupants were sent to the hospital with minor injuries.",,2001,1
750,200101,29,500,200101,29,1030,1110197,5228398,MICHIGAN,2001,Winter Weather,Z,75,WASHTENAW,DTX,29-JAN-01 05:00:00,EST,29-JAN-01 10:30:00,0,0,0,0,,,NEWSPAPER,,,,,,,,,,,,,,,,,,,,,,"A strong low pressure system developed over the central plains, pushing warm air north toward the Great Lakes.  Freezing rain broke out across far southeast Michigan early in the morning, and accumulated up to two-tenths of an inch.  Hundreds of auto accidents occurred, and school closings were widespread across the area.  One poor woman in Monroe slid off a road and into a barn.  She sustained minor injuries, and was in an ambulance heading for a hospital, when the ambulance lost control on the ice and slid into a utility pole and another vehicle.  The woman was not seriously injured in either accident.Icy roads would be found the very next morning across all of southeast Michigan, as rain that would fall later on the 29th froze that night.  Many school districts had to close.  In the early morning hours of the 30th near Dexter, a large tanker fire truck rolled over on an icy road.  The quarter-million dollar vehicle was destroyed, and the three occupants were sent to the hospital with minor injuries.",,2001,1
808,200112,23,2300,200112,29,1400,1125549,5275539,MICHIGAN,2001,Heavy Snow,Z,9,GOGEBIC,MQT,23-DEC-01 23:00:00,EST,29-DEC-01 14:00:00,0,0,0,0,,,TRAINED SPOTTER,,,,,,,,,,,,,,,,,,,,,,"A storm organized in the central plains on 12/22 and headed towards Michigan's Upper Peninsula. A cold front associated with the storm moved through the U.P. during the early morning of 12/23. From 12/24 to 12/31, a prolonged lake effect snow event occurred with heavy amounts of snowfall reported each day in areas of the Lake Superior snowbelts. Snowfall amounts  were highly dependent on the prevailing wind direction which was north or northwest. Marquette set a daily snowfall record of 13.0 inches of snow on 12/24, Ironwood had 17.5 Inches of snow, Wakefield 11 inches, Marenisco 10 inches, Watersmeet 12.5 inches and Shingleton 10.2 inches.  On 12/25, Ironwood picked up another 14.5 inches of snow, Bessemer had 10 inches, Wakefield 12 inches and Rockland reported 21.1 inches of snow. Alger and Luce Counties also reported heavy snow with Two Heart reporting 9 inches of snow, Grand Marais 6 inches of snow, and a location just south of Munising saw 13.7 inches of snow. On 12/26, the lake effect snow let up slightly. Atlantic Mine reported 8-10 inches of snow and Wakefield reported 8 inches of snow. On 12/27, lake effect snow continued with Two Heart reporting 15 inches, Melstrand 13 inches, and Wakefield reported 12 inches. On 12/28, more lake effect snow fell. Rockland had 10.2 inches of new snow, Wakefield had 10 inches of new snow, Au Train 24 inches, and Melstrand 9.8 inches. On 12/29, heavy lake effect snow continued in places. NWS Marquette in Negaunee had 11.5 inches. On 12/30, lake effect snow diminished, but Munising received 7.0 more inches. Wakefield reported 72 inches of snow out of the lake effect snow event from 12/23-12/30. The lake effect snow showers finally came to an end over the eastern Upper Peninsula on 12/31.",,2001,2
